Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
0.8589,0.9334,0.9221,-2.981,0.6,0.5533,-1.7886,1.8372,0.2551,
0.8779,0.9504,0.864,-3.1466,0.6,0.5184,-1.888,1.9007,0.224,
0.8983,0.9674,0.798,-3.4131,0.6,0.4788,-2.0479,1.958,0.191,
0.9181,0.9825,0.7269,-3.853,0.6,0.4361,-2.3118,2.0087,0.1585,
0.9372,0.9957,0.6483,-3.7869,0.6,0.389,-2.2722,2.0599,0.1261,
0.959,1.0089,0.5729,-3.9679,0.6,0.3437,-2.3807,2.0968,0.0985,
0.9764,1.0183,0.495,-4.1548,0.6,0.297,-2.4929,2.134,0.0735,
0.9973,1.0277,0.4149,-3.6938,0.6,0.2489,-2.2163,2.164,0.0516,
1.0173,1.0353,0.3438,-3.978,0.6,0.2063,-2.3868,2.1866,0.0355,
1.0355,1.0409,0.2637,-4.504,0.6,0.1582,-2.7024,2.2017,0.0209,
1.0528,1.0447,0.184,5.4856,0.6,0.1104,3.2914,2.2093,0.0102,
1.0656,1.0466,0.3834,6.9178,0.6,0.23,4.1507,1.6324,0.0441,
0.8185,0.8938,0.814,3.1481,0.6,0.4884,1.8889,1.7063,0.1988,
0.8391,0.9146,0.9796,2.5674,0.6,0.5878,1.5404,1.7747,0.2879,
0.8589,0.9334,0.9221,-2.981,0.6,0.5533,-1.7886,1.8372,0.2551,
0.8779,0.9504,0.864,-3.1466,0.6,0.5184,-1.888,1.9007,0.224,
0.8983,0.9674,0.798,-3.4131,0.6,0.4788,-2.0479,1.958,0.191,
0.9181,0.9825,0.7269,-3.853,0.6,0.4361,-2.3118,2.0087,0.1585,
0.9372,0.9957,0.6483,-3.7869,0.6,0.389,-2.2722,2.0599,0.1261,
0.959,1.0089,0.5729,-3.9679,0.6,0.3437,-2.3807,2.0968,0.0985,
0.9764,1.0183,0.495,-4.1548,0.6,0.297,-2.4929,2.134,0.0735,
0.9973,1.0277,0.4149,-3.6938,0.6,0.2489,-2.2163,2.164,0.0516,
1.0173,1.0353,0.3438,-3.978,0.6,0.2063,-2.3868,2.1866,0.0355,
1.0355,1.0409,0.2637,-4.504,0.6,0.1582,-2.7024,2.2017,0.0209,
1.0528,1.0447,0.184,-7.6355,0.6,0.1104,-4.5813,2.2093,0.0102,
1.0656,1.0466,0.0475,-6.5982,0.6,0.0285,-3.9589,2.1942,0.0007,
1.1366,1.0428,-0.1323,-4.5745,0.6,-0.0794,-2.7447,2.1791,0.0053,
1.1546,1.039,-0.2514,-5.4281,0.6,-0.1508,-3.2569,2.1565,0.019,
1.1738,1.0334,-0.3328,-3.8521,0.6,-0.1997,-2.3112,2.1191,0.0332,
1.1992,1.0239,-0.4208,-3.6875,0.6,-0.2525,-2.2125,2.082,0.0531,
1.2193,1.0145,-0.4994,-3.9016,0.6,-0.2996,-2.3409,2.0452,0.0748,
1.237,1.0051,-0.5683,-3.6183,0.6,-0.341,-2.171,1.9941,0.0969,
1.2588,0.9919,-0.6412,-3.4925,0.6,-0.3847,-2.0955,1.9436,0.1233,
1.2783,0.9787,-0.7122,-3.5111,0.6,-0.4273,-2.1067,1.8865,0.1522,
1.2985,0.9636,-0.7805,-3.1691,0.6,-0.4683,-1.9014,1.8232,0.1827,
1.3194,0.9466,-0.8423,-2.9347,0.6,-0.5054,-1.7608,1.7609,0.2128,
1.3388,0.9297,-0.8988,-2.7822,0.6,-0.5393,-1.6693,1.6927,0.2424,
1.3592,0.9108,-0.9529,-2.7975,0.6,-0.5717,-1.6785,1.6258,0.2724,
1.3785,0.8919,-1.0097,-2.7554,0.6,-0.6058,-1.6533,1.5535,0.3059,
1.3984,0.8712,-1.0608,-2.6236,0.6,-0.6365,-1.5742,1.4763,0.3376,
1.4193,0.8486,-1.1168,-2.7103,0.6,-0.6701,-1.6262,1.4009,0.3742,
1.439,0.8259,-1.1708,-2.3269,0.6,-0.7025,-1.3961,1.3213,0.4112,
1.4596,0.8014,-1.2102,-1.8809,0.6,-0.7261,-1.1286,1.2438,0.4394,
1.4795,0.7769,-1.247,-1.9014,0.6,-0.7482,-1.1409,1.1684,0.4665,
1.4989,0.7524,-1.2849,-2.103,0.6,-0.7709,-1.2618,1.0897,0.4953,
1.5191,0.726,-1.3304,-2.157,0.6,-0.7982,-1.2942,1.0136,0.531,
1.5386,0.6996,-1.3706,-1.6925,0.6,-0.8223,-1.0155,0.9348,0.5635,
1.559,0.6713,-1.3976,-0.6618,0.6,-0.8386,-0.3971,0.8591,0.586,
1.5791,0.643,-1.3976,0.2304,0.6,-0.8386,0.1382,0.7864,0.586,
1.5995,0.6147,-1.3882,-0.378,0.6,-0.8329,-0.2268,0.7167,0.5781,
1.6198,0.5865,-1.4129,-1.3013,0.6,-0.8477,-0.7808,0.6502,0.5988,
1.6395,0.5582,-1.4402,-0.6011,0.6,-0.8641,-0.3606,0.5867,0.6223,
1.6591,0.5299,-1.4366,1.1449,0.6,-0.862,0.6869,0.5264,0.6191,
1.6789,0.5016,-1.3949,1.7045,0.6,-0.837,1.0227,0.4693,0.5838,
1.6997,0.4733,-1.3678,0.2165,0.6,-0.8207,0.1299,0.4188,0.5613,
1.7189,0.4469,-1.3845,-0.1763,0.6,-0.8307,-0.1058,0.3679,0.5751,
1.7392,0.4186,-1.374,1.6227,0.6,-0.8244,0.9736,0.3232,0.5663,
1.7587,0.3922,-1.3208,2.63,0.6,-0.7925,1.578,0.2814,0.5234,
1.7792,0.3658,-1.2689,2.0669,0.6,-0.7613,1.2401,0.2452,0.483,
1.7988,0.3413,-1.2375,1.4135,0.6,-0.7425,0.8481,0.2114,0.4594,
1.8188,0.3168,-1.213,1.2007,0.6,-0.7278,0.7204,0.18,0.4414,
1.8392,0.2923,-1.189,1.5934,0.6,-0.7134,0.9561,0.1533,0.4241,
1.8584,0.2697,-1.1504,2.5027,0.6,-0.6903,1.5016,0.1287,0.397,
1.8786,0.247,-1.0899,3.3751,0.6,-0.654,2.025,0.1081,0.3564,
1.8982,0.2263,-1.0163,3.2954,0.6,-0.6098,1.9772,0.0892,0.3099,
1.9195,0.2055,-0.9559,2.3756,0.6,-0.5736,1.4253,0.0736,0.2741,
1.9396,0.1867,-0.9174,2.1429,0.6,-0.5504,1.2857,0.0608,0.2525,
1.9585,0.1697,-0.8726,2.5011,0.6,-0.5236,1.5007,0.0493,0.2284,
1.9786,0.1527,-0.8197,2.9456,0.6,-0.4918,1.7673,0.04,0.2016,
1.9975,0.1377,-0.7581,3.2684,0.6,-0.4548,1.961,0.0318,0.1724,
2.0184,0.1226,-0.6896,3.3054,0.6,-0.4138,1.9833,0.0253,0.1427,
2.0385,0.1094,-0.6226,3.5,0.6,-0.3736,2.1,0.0203,0.1163,
2.0577,0.0981,-0.5522,3.6161,0.6,-0.3313,2.1697,0.0159,0.0915,
2.0798,0.0867,-0.4734,4.0615,0.6,-0.2841,2.4369,0.0133,0.0672,
2.0972,0.0792,-0.3941,4.1644,0.6,-0.2365,2.4987,0.0109,0.0466,
2.1182,0.0717,-0.3149,3.7135,0.6,-0.189,2.2281,0.0092,0.0298,
2.1391,0.066,-0.2385,3.5428,0.6,-0.1431,2.1257,0.0082,0.0171,
2.1577,0.0622,-0.1747,6.2074,0.6,-0.1048,3.7245,0.0077,0.0092,
2.1708,0.0603,-0.057,5.6961,0.6,-0.0342,3.4177,0.0082,0.001,
2.2319,0.0622,0.0901,3.0391,0.6,0.054,1.8234,0.0092,0.0024,
2.2574,0.066,0.1837,3.8008,0.6,0.1102,2.2805,0.0103,0.0101,
2.2748,0.0698,0.2521,3.6466,0.6,0.1512,2.188,0.012,0.0191,
2.2944,0.0754,0.318,3.0982,0.6,0.1908,1.8589,0.0146,0.0303,
2.3161,0.083,0.3795,2.8757,0.6,0.2277,1.7254,0.0181,0.0432,
2.3391,0.0924,0.4466,3.2267,0.6,0.268,1.936,0.0219,0.0598,
2.3585,0.1018,0.5152,3.3188,0.6,0.3091,1.9913,0.0271,0.0796,
2.3792,0.1131,0.5794,3.1287,0.6,0.3476,1.8772,0.0327,0.1007,
2.3978,0.1245,0.6381,2.8518,0.6,0.3829,1.7111,0.04,0.1222,
2.4177,0.1377,0.6888,2.5953,0.6,0.4133,1.5572,0.0493,0.1423,
2.4387,0.1527,0.7443,2.7445,0.6,0.4466,1.6467,0.0595,0.1662,
2.4582,0.1678,0.7998,2.5517,0.6,0.4799,1.531,0.0721,0.1919,
2.4788,0.1848,0.8463,2.2434,0.6,0.5078,1.3461,0.086,0.2149,
2.4984,0.2018,0.89,2.4716,0.6,0.534,1.483,0.1027,0.2376,
2.519,0.2206,0.9459,2.6159,0.6,0.5676,1.5695,0.121,0.2684,
2.5383,0.2395,0.9945,2.2591,0.6,0.5967,1.3554,0.1428,0.2967,
2.5588,0.2602,1.0355,2.0459,0.6,0.6213,1.2276,0.1664,0.3217,
2.5784,0.281,1.0765,1.6739,0.6,0.6459,1.0044,0.1942,0.3477,
2.5991,0.3036,1.1025,1.2315,0.6,0.6615,0.7389,0.2241,0.3647,
2.6194,0.3262,1.127,1.3271,0.6,0.6762,0.7962,0.2561,0.381,
2.6393,0.3489,1.1558,1.2055,0.6,0.6935,0.7233,0.2902,0.4008,
2.6586,0.3715,1.1744,0.8424,0.6,0.7047,0.5055,0.3294,0.4138,
2.6794,0.396,1.1894,-1.7889,0.6,0.7137,-1.0734,0.3712,0.4244,
2.6998,0.4205,1.1017,-1.7183,0.6,0.661,-1.031,0.04,0.3641,
2.4177,0.1377,0.8584,-2.2854,0.6,0.515,-1.3713,0.0493,0.221,
2.4387,0.1527,0.7443,-1.2936,0.6,0.4466,-0.7762,0.0595,0.1662,
2.4582,0.1678,0.7998,2.5517,0.6,0.4799,1.531,0.0721,0.1919,
2.4788,0.1848,0.8463,2.2434,0.6,0.5078,1.3461,0.086,0.2149,
2.4984,0.2018,0.89,2.4716,0.6,0.534,1.483,0.1027,0.2376,
2.519,0.2206,0.9459,2.6159,0.6,0.5676,1.5695,0.121,0.2684,
2.5383,0.2395,0.9945,2.2591,0.6,0.5967,1.3554,0.1428,0.2967,
2.5588,0.2602,1.0355,2.0459,0.6,0.6213,1.2276,0.1664,0.3217,
2.5784,0.281,1.0765,1.6739,0.6,0.6459,1.0044,0.1942,0.3477,
2.5991,0.3036,1.1025,1.2315,0.6,0.6615,0.7389,0.2241,0.3647,
2.6194,0.3262,1.127,1.3271,0.6,0.6762,0.7962,0.2561,0.381,
2.6393,0.3489,1.1558,1.2055,0.6,0.6935,0.7233,0.2902,0.4008,
2.6586,0.3715,1.1744,0.8424,0.6,0.7047,0.5055,0.3294,0.4138,
2.6794,0.396,1.1894,0.5812,0.6,0.7137,0.3487,0.3712,0.4244,
2.6998,0.4205,1.1984,0.2074,0.6,0.719,0.1244,0.4119,0.4308,
2.7187,0.4431,1.1979,-0.0913,0.6,0.7187,-0.0548,0.4582,0.4305,
2.7392,0.4677,1.1947,-0.2938,0.6,0.7168,-0.1763,0.5032,0.4282,
2.7582,0.4903,1.1865,-0.2858,0.6,0.7119,-0.1715,0.5542,0.4224,
2.7789,0.5148,1.1836,-0.2222,0.6,0.7101,-0.1333,0.6075,0.4203,
2.7996,0.5393,1.1773,-0.5589,0.6,0.7064,-0.3353,0.6589,0.4158,
2.8189,0.5619,1.1616,-0.9981,0.6,0.697,-0.5989,0.7122,0.4048,
2.8386,0.5846,1.1383,-1.0764,0.6,0.683,-0.6459,0.7675,0.3887,
2.8587,0.6072,1.1188,-0.99,0.6,0.6713,-0.594,0.8248,0.3755,
2.879,0.6298,1.0983,-1.3148,0.6,0.659,-0.7889,0.879,0.3619,
2.8982,0.6506,1.0672,-1.4308,0.6,0.6403,-0.8585,0.94,0.3417,
2.9197,0.6732,1.0405,-1.3871,0.6,0.6243,-0.8323,0.9976,0.3248,
2.9398,0.6939,1.0097,-1.8159,0.6,0.6058,-1.0895,1.0513,0.3058,
2.9589,0.7128,0.9696,-2.1251,0.6,0.5818,-1.2751,1.1064,0.2821,
2.9788,0.7317,0.9268,-2.1715,0.6,0.5561,-1.3029,1.1627,0.2577,
2.9996,0.7505,0.8812,-2.033,0.6,0.5287,-1.2198,1.2145,0.233,
3.0194,0.7675,0.8441,-2.0825,0.6,0.5065,-1.2495,1.2615,0.2138,
3.0376,0.7826,0.8024,-2.2947,0.6,0.4815,-1.3768,1.3153,0.1932,
3.0594,0.7995,0.7523,-2.464,0.6,0.4514,-1.4784,1.3578,0.1698,
3.0775,0.8127,0.7047,-2.5356,0.6,0.4228,-1.5214,1.4071,0.149,
3.0997,0.8278,0.6505,-2.6548,0.6,0.3903,-1.5929,1.4447,0.127,
3.1179,0.8391,0.5983,-2.7522,0.6,0.359,-1.6513,1.4827,0.1074,
3.1377,0.8505,0.5461,-3.1066,0.6,0.3277,-1.864,1.5147,0.0895,
3.1559,0.8599,0.481,-3.2174,0.6,0.2886,-1.9304,1.547,0.0694,
3.177,0.8693,0.4207,-3.093,0.6,0.2524,-1.8558,1.573,0.0531,
3.1962,0.8769,0.3568,-3.1175,0.6,0.2141,-1.8705,1.5993,0.0382,
3.2198,0.8844,0.2882,-3.4024,0.6,0.1729,-2.0414,1.6125,0.0249,
3.2345,0.8882,0.2309,-2.8638,0.6,0.1385,-1.7183,1.6258,0.016,
3.2527,0.8919,0.1976,-3.4956,0.6,0.1186,-2.0974,1.6324,0.0117,
3.2626,0.8938,0.1465,-5.6047,0.6,0.0879,-3.3628,1.6391,0.0064,
3.2814,0.8957,0.0328,-3.9569,0.6,0.0197,-2.3741,1.6324,0.0003,
3.3351,0.8938,-0.0674,-2.789,0.6,-0.0405,-1.6734,1.6258,0.0014,
3.3542,0.8919,-0.1383,-3.7077,0.6,-0.083,-2.2246,1.6125,0.0057,
3.3751,0.8882,-0.2157,-3.22,0.6,-0.1294,-1.932,1.5927,0.014,
3.3975,0.8825,-0.277,-2.8737,0.6,-0.1662,-1.7242,1.573,0.023,
3.4162,0.8769,-0.3333,-3.0488,0.6,-0.2,-1.8293,1.547,0.0333,
3.4369,0.8693,-0.3972,-2.7935,0.6,-0.2383,-1.6761,1.5147,0.0473,
3.4589,0.8599,-0.4522,-2.75,0.6,-0.2713,-1.65,1.4827,0.0613,
3.4786,0.8505,-0.5113,-2.9067,0.6,-0.3068,-1.744,1.4447,0.0784,
3.4995,0.8391,-0.5701,-2.662,0.6,-0.3421,-1.5972,1.4071,0.0975,
3.5185,0.8278,-0.6178,-2.4689,0.6,-0.3707,-1.4813,1.3639,0.1145,
3.5391,0.8146,-0.6678,-2.4741,0.6,-0.4007,-1.4845,1.3213,0.1338,
3.5581,0.8014,-0.7157,-2.1678,0.6,-0.4294,-1.3007,1.2733,0.1537,
3.5786,0.7863,-0.7529,-2.0432,0.6,-0.4517,-1.2259,1.2262,0.1701,
3.5981,0.7713,-0.7972,-2.1165,0.6,-0.4783,-1.2699,1.1741,0.1907,
3.6187,0.7543,-0.8376,-1.7906,0.6,-0.5026,-1.0743,1.1231,0.2105,
3.6387,0.7373,-0.87,-1.6896,0.6,-0.522,-1.0137,1.0732,0.2271,
3.6578,0.7203,-0.9036,-1.8235,0.6,-0.5421,-1.0941,1.0189,0.2449,
3.6783,0.7015,-0.9423,-1.6648,0.6,-0.5654,-0.9989,0.9607,0.2664,
3.6998,0.6807,-0.9733,-1.4006,0.6,-0.584,-0.8404,0.9092,0.2842,
3.719,0.6619,-0.9994,-1.2998,0.6,-0.5996,-0.7799,0.8541,0.2996,
3.7394,0.6411,-1.0247,-1.2097,0.6,-0.6148,-0.7258,0.8007,0.315,
3.7595,0.6204,-1.0484,-1.2493,0.6,-0.6291,-0.7496,0.7488,0.3298,
3.7789,0.5997,-1.074,-1.136,0.6,-0.6444,-0.6816,0.6942,0.346,
3.7999,0.577,-1.094,-1.0564,0.6,-0.6564,-0.6338,0.6458,0.359,
3.8186,0.5563,-1.1157,-0.8588,0.6,-0.6694,-0.5153,0.595,0.3734,
3.8387,0.5337,-1.1269,-0.1393,0.6,-0.6761,-0.0836,0.5462,0.3809,
3.8588,0.511,-1.1213,-0.0109,0.6,-0.6728,-0.0066,0.4994,0.3772,
3.8791,0.4884,-1.1274,-0.4962,0.6,-0.6764,-0.2977,0.4546,0.3813,
3.8989,0.4658,-1.1411,-0.2731,0.6,-0.6846,-0.1639,0.4119,0.3906,
3.9188,0.4431,-1.1382,0.4171,0.6,-0.6829,0.2503,0.3712,0.3886,
3.9387,0.4205,-1.1245,1.0142,0.6,-0.6747,0.6085,0.3326,0.3793,
3.959,0.3979,-1.0973,1.8326,0.6,-0.6584,1.0996,0.296,0.3612,
3.9799,0.3753,-1.0487,2.3186,0.6,-0.6292,1.3912,0.2672,0.33,
3.9985,0.3564,-1.0057,1.4131,0.6,-0.6034,0.8479,0.2371,0.3034,
4.0193,0.3357,-0.995,0.7441,0.6,-0.597,0.4464,0.2114,0.297,
4.0383,0.3168,-0.9765,0.9521,0.6,-0.5859,0.5713,0.1847,0.2861,
4.0599,0.2961,-0.9564,1.2683,0.6,-0.5739,0.761,0.162,0.2744,
4.0797,0.2772,-0.9246,2.353,0.6,-0.5548,1.4118,0.1428,0.2565,
4.0987,0.2602,-0.8657,2.9411,0.6,-0.5194,1.7647,0.1248,0.2248,
4.1189,0.2433,-0.8095,2.7331,0.6,-0.4857,1.6398,0.1099,0.1966,
4.1382,0.2282,-0.7577,2.3614,0.6,-0.4546,1.4168,0.0958,0.1722,
4.1588,0.2131,-0.7157,2.1967,0.6,-0.4294,1.318,0.0844,0.1537,
4.1777,0.1999,-0.6712,2.2431,0.6,-0.4027,1.3459,0.0736,0.1351,
4.1982,0.1867,-0.6275,2.1561,0.6,-0.3765,1.2937,0.0636,0.1181,
4.2198,0.1735,-0.5804,2.5172,0.6,-0.3482,1.5103,0.0569,0.1011,
4.2369,0.1641,-0.5316,2.5283,0.6,-0.319,1.517,0.0493,0.0848,
4.2591,0.1527,-0.4827,2.5533,0.6,-0.2896,1.532,0.0434,0.0699,
4.2799,0.1433,-0.4223,2.8184,0.6,-0.2534,1.691,0.039,0.0535,
4.299,0.1358,-0.3701,2.9732,0.6,-0.2221,1.7839,0.0358,0.0411,
4.3154,0.1301,-0.3174,3.0195,0.6,-0.1904,1.8117,0.0327,0.0302,
4.3349,0.1245,-0.2623,3.1097,0.6,-0.1574,1.8658,0.0308,0.0206,
4.3509,0.1207,-0.208,3.11,0.6,-0.1248,1.866,0.0289,0.013,
4.3722,0.1169,-0.1478,4.6385,0.6,-0.0887,2.7831,0.028,0.0066,
4.3884,0.115,-0.0433,4.13,0.6,-0.026,2.478,0.0289,0.0006,
4.4503,0.1169,0.0687,2.7446,0.6,0.0412,1.6467,0.0298,0.0014,
4.4681,0.1188,0.1342,3.059,0.6,0.0805,1.8354,0.0318,0.0054,
4.4916,0.1226,0.1915,2.4108,0.6,0.1149,1.4465,0.0348,0.011,
4.5169,0.1282,0.2518,2.5407,0.6,0.1511,1.5244,0.0379,0.019,
4.5371,0.1339,0.3063,2.4481,0.6,0.1838,1.4689,0.0423,0.0281,
4.5598,0.1414,0.3562,2.2398,0.6,0.2137,1.3439,0.0469,0.0381,
4.5797,0.149,0.4016,2.3795,0.6,0.241,1.4277,0.0518,0.0484,
4.5975,0.1565,0.4457,2.4188,0.6,0.2674,1.4513,0.0582,0.0596,
4.6175,0.1659,0.4929,2.1913,0.6,0.2958,1.3148,0.0664,0.0729,
4.6396,0.1773,0.5376,1.9494,0.6,0.3226,1.1697,0.0751,0.0867,
4.6598,0.1886,0.5755,1.8439,0.6,0.3453,1.1063,0.0844,0.0994,
4.6789,0.1999,0.6101,2.1343,0.6,0.3661,1.2806,0.0958,0.1117,
4.6999,0.2131,0.6617,2.2944,0.6,0.397,1.3766,0.1081,0.1313,
4.7189,0.2263,0.7022,1.7755,0.6,0.4213,1.0653,0.121,0.1479,
4.7375,0.2395,0.7286,1.6998,0.6,0.4372,1.0199,0.1367,0.1593,
4.7577,0.2546,0.7686,1.9457,0.6,0.4612,1.1674,0.1555,0.1772,
4.7791,0.2715,0.8095,1.8483,0.6,0.4857,1.109,0.1754,0.1966,
4.7996,0.2885,0.8461,1.4891,0.6,0.5077,0.8935,0.1966,0.2148,
4.8193,0.3055,0.8696,1.0681,0.6,0.5218,0.6409,0.2189,0.2269,
4.8387,0.3225,0.8879,1.163,0.6,0.5327,0.6978,0.2452,0.2365,
4.8596,0.3413,0.9168,1.2024,0.6,0.5501,0.7214,0.27,0.2522,
4.8778,0.3583,0.9354,0.6875,0.6,0.5612,0.4125,0.302,0.2625,
4.8999,0.379,0.9432,0.5207,0.6,0.5659,0.3124,0.3326,0.2669,
4.9198,0.3979,0.9569,0.4673,0.6,0.5742,0.2804,0.3646,0.2747,
4.9393,0.4167,0.9617,0.0647,0.6,0.577,0.0388,0.3981,0.2775,
4.959,0.4356,0.9594,-0.3046,0.6,0.5756,-0.1827,0.433,0.2761,
4.9787,0.4545,0.9497,-0.4862,0.6,0.5698,-0.2917,0.4693,0.2706,
4.9987,0.4733,0.9401,-0.2972,0.6,0.5641,-0.1783,0.507,0.2652,
5.0188,0.4922,0.9378,-0.3408,0.6,0.5627,-0.2045,0.5462,0.2638,
5.0389,0.511,0.9264,-0.718,0.6,0.5558,-0.4308,0.5867,0.2575,
5.0595,0.5299,0.9085,-0.8948,0.6,0.5451,-0.5369,0.6244,0.2476,
5.0784,0.5469,0.8911,-0.9908,0.6,0.5346,-0.5945,0.6676,0.2382,
5.0997,0.5657,0.8685,-1.0984,0.6,0.5211,-0.659,0.7077,0.2263,
5.1196,0.5827,0.8459,-1.2624,0.6,0.5075,-0.7575,0.7488,0.2146,
5.1399,0.5997,0.8177,-1.3728,0.6,0.4906,-0.8237,0.7864,0.2006,
5.1587,0.6147,0.7922,-1.3813,0.6,0.4753,-0.8288,0.8248,0.1883,
5.1779,0.6298,0.7652,-1.4913,0.6,0.4591,-0.8948,0.864,0.1756,
5.1982,0.6449,0.7332,-1.5466,0.6,0.4399,-0.9279,0.9042,0.1613,
5.2191,0.66,0.7015,-1.7326,0.6,0.4209,-1.0396,0.94,0.1476,
5.2385,0.6732,0.6637,-1.7855,0.6,0.3982,-1.0713,0.9764,0.1322,
5.2589,0.6864,0.6306,-1.8874,0.6,0.3784,-1.1324,1.0082,0.1193,
5.2773,0.6977,0.591,-2.2495,0.6,0.3546,-1.3497,1.0405,0.1048,
5.2972,0.709,0.5443,-2.2701,0.6,0.3266,-1.3621,1.0732,0.0889,
5.3189,0.7203,0.4967,-2.2137,0.6,0.298,-1.3282,1.1008,0.074,
5.339,0.7298,0.4518,-2.2204,0.6,0.2711,-1.3322,1.1231,0.0612,
5.3564,0.7373,0.4134,-2.317,0.6,0.2481,-1.3902,1.1457,0.0513,
5.3756,0.7449,0.3668,-2.1437,0.6,0.2201,-1.2862,1.1684,0.0404,
5.3978,0.7524,0.3255,-2.1142,0.6,0.1953,-1.2685,1.1856,0.0318,
5.416,0.7581,0.2824,-3.1671,0.6,0.1695,-1.9002,1.1972,0.0239,
5.4307,0.7618,0.2241,-2.6502,0.6,0.1345,-1.5901,1.2145,0.0151,
5.4597,0.7675,0.1854,-2.6535,0.6,0.1113,-1.5921,1.2204,0.0103,
5.4706,0.7694,0.1421,-3.6047,0.6,0.0852,-2.1628,1.2262,0.0061,
5.4879,0.7713,0.0861,-3.2863,0.6,0.0516,-1.9718,1.232,0.0022,
5.5168,0.7731,-0.0103,-3.1402,0.6,-0.0062,-1.8841,1.2262,0,
5.5385,0.7713,-0.0742,-1.8844,0.6,-0.0445,-1.1307,1.2204,0.0017,
5.5675,0.7694,-0.0981,-1.498,0.6,-0.0588,-0.8988,1.2087,0.0029,
5.5966,0.7656,-0.1613,-2.2501,0.6,-0.0968,-1.35,1.1972,0.0078,
