Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
2.8988,0.5751,1.1158,-0.8508,0.6,0.6695,-0.5105,0.7442,0.3735,
2.9192,0.5978,1.0926,-1.3044,0.6,0.6556,-0.7826,0.7959,0.3582,
2.9385,0.6185,1.0642,-1.4693,0.6,0.6385,-0.8816,0.8492,0.3397,
2.9582,0.6393,1.0353,-1.3585,0.6,0.6212,-0.8151,0.9042,0.3215,
2.9786,0.66,1.0098,-1.2367,0.6,0.6059,-0.742,0.9607,0.3059,
2.9992,0.6807,0.9846,-1.6117,0.6,0.5907,-0.967,1.0136,0.2908,
3.0188,0.6996,0.9454,-1.9167,0.6,0.5672,-1.15,1.0677,0.2681,
3.0392,0.7185,0.908,-1.9246,0.6,0.5448,-1.1547,1.1175,0.2473,
3.0582,0.7354,0.8697,-2.1954,0.6,0.5218,-1.3172,1.1684,0.2269,
3.0782,0.7524,0.8222,-2.2973,0.6,0.4933,-1.3784,1.2204,0.2028,
3.0996,0.7694,0.7747,-2.0723,0.6,0.4648,-1.2434,1.2674,0.18,
3.1196,0.7845,0.7362,-2.3429,0.6,0.4417,-1.4058,1.3092,0.1626,
3.138,0.7977,0.6854,-2.6948,0.6,0.4113,-1.6169,1.3517,0.1409,
3.1582,0.8109,0.6323,-2.4787,0.6,0.3794,-1.4872,1.3947,0.1199,
3.1798,0.8241,0.582,-2.7644,0.6,0.3492,-1.6586,1.4259,0.1016,
3.1968,0.8335,0.5276,-2.7533,0.6,0.3165,-1.652,1.4636,0.0835,
3.2193,0.8448,0.4757,-2.7162,0.6,0.2854,-1.6297,1.4891,0.0679,
3.236,0.8523,0.4235,-3.1545,0.6,0.2541,-1.8927,1.5147,0.0538,
3.2551,0.8599,0.3627,-3.0283,0.6,0.2176,-1.817,1.5405,0.0395,
3.278,0.8674,0.2969,-2.9016,0.6,0.1782,-1.741,1.56,0.0265,
3.2994,0.8731,0.2342,-3.2469,0.6,0.1405,-1.9481,1.573,0.0165,
3.3182,0.8769,0.1672,-3.5466,0.6,0.1003,-2.128,1.5796,0.0084,
3.3318,0.8787,0.1192,-4.2172,0.6,0.0715,-2.5303,1.5861,0.0043,
3.3497,0.8806,0.0314,-3.6051,0.6,0.0189,-2.1631,1.5796,0.0003,
3.3936,0.8787,-0.0698,-2.7542,0.6,-0.0419,-1.6525,1.573,0.0015,
3.4123,0.8769,-0.1297,-2.9664,0.6,-0.0778,-1.7798,1.56,0.005,
3.4356,0.8731,-0.1933,-3.1119,0.6,-0.116,-1.8671,1.547,0.0112,
3.4526,0.8693,-0.2527,-2.9144,0.6,-0.1516,-1.7486,1.5211,0.0192,
3.4792,0.8618,-0.3148,-2.9386,0.6,-0.1889,-1.7632,1.5018,0.0297,
3.4956,0.8561,-0.3729,-2.9705,0.6,-0.2238,-1.7823,1.47,0.0417,
3.5192,0.8467,-0.4295,-2.6109,0.6,-0.2577,-1.5666,1.4384,0.0554,
3.5396,0.8373,-0.4871,-2.7091,0.6,-0.2923,-1.6254,1.4071,0.0712,
3.5581,0.8278,-0.5351,-2.4549,0.6,-0.321,-1.473,1.3701,0.0859,
3.5784,0.8165,-0.5821,-2.5394,0.6,-0.3493,-1.5236,1.3334,0.1016,
3.597,0.8052,-0.6335,-2.2922,0.6,-0.3801,-1.3753,1.2853,0.1204,
3.6199,0.7901,-0.6752,-2.0178,0.6,-0.4051,-1.2107,1.2438,0.1368,
3.639,0.7769,-0.7175,-2.2822,0.6,-0.4305,-1.3693,1.1972,0.1544,
3.6593,0.7618,-0.7652,-2.2218,0.6,-0.4591,-1.3331,1.1513,0.1756,
3.6785,0.7467,-0.8054,-1.9274,0.6,-0.4833,-1.1564,1.1008,0.1946,
3.699,0.7298,-0.8415,-1.7088,0.6,-0.5049,-1.0253,1.0513,0.2124,
3.7188,0.7128,-0.8743,-1.5351,0.6,-0.5246,-0.9211,1.0029,0.2293,
3.7379,0.6958,-0.9013,-1.4325,0.6,-0.5408,-0.8595,0.9503,0.2437,
3.7585,0.677,-0.9312,-1.3564,0.6,-0.5587,-0.8138,0.8991,0.2601,
3.7784,0.6581,-0.9563,-1.1539,0.6,-0.5738,-0.6923,0.8443,0.2743,
3.7999,0.6374,-0.9788,-1.3364,0.6,-0.5873,-0.8018,0.7959,0.2874,
3.8189,0.6185,-1.0097,-1.5706,0.6,-0.6058,-0.9424,0.7442,0.3059,
3.8391,0.5978,-1.0403,-1.1559,0.6,-0.6242,-0.6935,0.6942,0.3247,
3.8588,0.577,-1.056,-0.6587,0.6,-0.6336,-0.3952,0.6458,0.3345,
3.8784,0.5563,-1.0662,-0.6507,0.6,-0.6397,-0.3904,0.595,0.341,
3.8994,0.5337,-1.0826,-0.5947,0.6,-0.6496,-0.3568,0.5502,0.3516,
3.9185,0.5129,-1.0904,-0.4312,0.6,-0.6542,-0.2587,0.5032,0.3567,
3.9392,0.4903,-1.0998,-0.6878,0.6,-0.6599,-0.4127,0.4582,0.3629,
3.9596,0.4677,-1.1186,-0.4508,0.6,-0.6712,-0.2705,0.4153,0.3754,
3.9797,0.445,-1.1182,0.7212,0.6,-0.6709,0.4327,0.3778,0.3751,
3.9984,0.4243,-1.0916,1.6327,0.6,-0.6549,0.9796,0.3389,0.3575,
4.0194,0.4017,-1.0529,1.7977,0.6,-0.6318,1.0786,0.305,0.3326,
4.0396,0.3809,-1.0175,1.272,0.6,-0.6105,0.7632,0.2757,0.3106,
4.0583,0.3621,-1.0027,0.4606,0.6,-0.6016,0.2764,0.2452,0.3016,
4.0791,0.3413,-1,0.3161,0.6,-0.6,0.1897,0.2164,0.3,
4.0998,0.3206,-0.9896,1.3237,0.6,-0.5938,0.7942,0.1918,0.2938,
4.1191,0.3017,-0.9482,2.3847,0.6,-0.5689,1.4308,0.1686,0.2697,
4.1396,0.2829,-0.8944,2.5891,0.6,-0.5367,1.5535,0.1491,0.24,
4.1591,0.2659,-0.8446,2.2553,0.6,-0.5067,1.3532,0.1307,0.214,
4.1799,0.2489,-0.8039,1.8894,0.6,-0.4824,1.1336,0.1154,0.1939,
4.199,0.2338,-0.7691,1.7204,0.6,-0.4614,1.0322,0.101,0.1774,
4.2192,0.2187,-0.7364,1.7545,0.6,-0.4418,1.0527,0.0892,0.1627,
4.2374,0.2055,-0.702,1.9858,0.6,-0.4212,1.1915,0.0766,0.1478,
4.2595,0.1905,-0.656,2.2935,0.6,-0.3936,1.3761,0.0678,0.1291,
4.2775,0.1791,-0.6109,2.5575,0.6,-0.3666,1.5345,0.0595,0.112,
4.2967,0.1678,-0.5608,2.6184,0.6,-0.3365,1.571,0.0518,0.0943,
4.3179,0.1565,-0.5051,2.6284,0.6,-0.3031,1.577,0.0457,0.0765,
4.3376,0.1471,-0.4533,2.8882,0.6,-0.272,1.7329,0.0412,0.0616,
4.3553,0.1395,-0.3976,2.8832,0.6,-0.2386,1.7299,0.0368,0.0474,
4.3758,0.132,-0.3439,2.9905,0.6,-0.2064,1.7943,0.0337,0.0355,
4.3935,0.1263,-0.2844,3.0596,0.6,-0.1706,1.8358,0.0308,0.0243,
4.4162,0.1207,-0.2218,2.2312,0.6,-0.1331,1.3387,0.0289,0.0148,
4.4355,0.1169,-0.1889,3.3095,0.6,-0.1134,1.9857,0.028,0.0107,
4.446,0.115,-0.1373,5.132,0.6,-0.0824,3.0792,0.0271,0.0057,
4.4663,0.1131,-0.0287,3.6511,0.6,-0.0172,2.1906,0.028,0.0002,
4.5188,0.115,0.0738,2.0128,0.6,0.0443,1.2077,0.0298,0.0016,
4.5529,0.1188,0.1445,2.3404,0.6,0.0867,1.4042,0.0318,0.0063,
4.5743,0.1226,0.2003,2.4332,0.6,0.1202,1.4599,0.0348,0.012,
4.5994,0.1282,0.257,2.4126,0.6,0.1542,1.4476,0.0379,0.0198,
4.619,0.1339,0.3073,2.4624,0.6,0.1844,1.4774,0.0412,0.0283,
4.6363,0.1395,0.3481,2.3336,0.6,0.2089,1.4002,0.0457,0.0364,
4.6567,0.1471,0.3952,2.1589,0.6,0.2371,1.2953,0.0518,0.0468,
4.6792,0.1565,0.4404,2.1498,0.6,0.2642,1.2899,0.0582,0.0582,
4.6995,0.1659,0.4869,2.3658,0.6,0.2921,1.4195,0.065,0.0711,
4.7181,0.1754,0.5323,2.1371,0.6,0.3194,1.2823,0.0736,0.085,
4.7385,0.1867,0.5697,1.8079,0.6,0.3418,1.0847,0.0828,0.0974,
4.7578,0.198,0.6041,1.8487,0.6,0.3624,1.1092,0.0942,0.1095,
4.779,0.2112,0.6447,1.7757,0.6,0.3868,1.0654,0.1063,0.1247,
4.7988,0.2244,0.6771,1.589,0.6,0.4063,0.9534,0.1191,0.1375,
4.818,0.2376,0.7067,1.8646,0.6,0.424,1.1187,0.1347,0.1498,
4.8388,0.2527,0.7522,2.0113,0.6,0.4513,1.2068,0.1512,0.1697,
4.8582,0.2678,0.7878,1.5661,0.6,0.4727,0.9397,0.1709,0.1862,
4.8794,0.2847,0.8153,1.5064,0.6,0.4892,0.9039,0.1918,0.1994,
4.8998,0.3017,0.8503,1.465,0.6,0.5102,0.879,0.2139,0.2169,
4.9194,0.3187,0.8741,0.9672,0.6,0.5245,0.5803,0.2371,0.2292,
4.9387,0.3357,0.888,0.7553,0.6,0.5328,0.4532,0.2644,0.2366,
4.9597,0.3545,0.9046,0.7501,0.6,0.5428,0.45,0.2902,0.2455,
4.9783,0.3715,0.9178,0.3965,0.6,0.5507,0.2379,0.3202,0.2527,
4.9987,0.3903,0.9195,0.1023,0.6,0.5517,0.0614,0.3516,0.2537,
5.0193,0.4092,0.922,0.1342,0.6,0.5532,0.0805,0.3845,0.255,
5.0397,0.4281,0.925,0.0107,0.6,0.555,0.0064,0.4153,0.2567,
5.058,0.445,0.9227,-0.2482,0.6,0.5536,-0.1489,0.4509,0.2554,
5.0785,0.4639,0.9151,-0.4003,0.6,0.549,-0.2402,0.488,0.2512,
5.0992,0.4827,0.9062,-0.4916,0.6,0.5437,-0.2949,0.5225,0.2464,
5.118,0.4997,0.8958,-0.8212,0.6,0.5375,-0.4927,0.5622,0.2407,
5.1393,0.5186,0.8726,-1.0192,0.6,0.5236,-0.6115,0.5992,0.2284,
5.159,0.5355,0.8539,-0.8321,0.6,0.5124,-0.4993,0.6372,0.2188,
5.179,0.5525,0.8396,-0.7136,0.6,0.5038,-0.4282,0.6764,0.2115,
5.1995,0.5695,0.825,-0.9947,0.6,0.495,-0.5968,0.7122,0.2042,
5.2179,0.5846,0.8015,-1.3539,0.6,0.4809,-0.8123,0.7535,0.1927,
5.2395,0.6015,0.7706,-1.4339,0.6,0.4624,-0.8603,0.7911,0.1781,
5.2594,0.6166,0.742,-1.5812,0.6,0.4452,-0.9487,0.8248,0.1652,
5.2776,0.6298,0.7106,-1.4986,0.6,0.4263,-0.8991,0.864,0.1515,
5.2993,0.6449,0.683,-1.5446,0.6,0.4098,-0.9267,0.8991,0.1399,
5.319,0.6581,0.6472,-2.0606,0.6,0.3883,-1.2363,0.9297,0.1257,
5.3371,0.6694,0.6055,-1.9164,0.6,0.3633,-1.1498,0.966,0.11,
5.3596,0.6826,0.5711,-1.7966,0.6,0.3427,-1.078,0.9923,0.0979,
5.3767,0.6921,0.5358,-2.0093,0.6,0.3215,-1.2056,1.0243,0.0861,
5.3986,0.7034,0.493,-1.9772,0.6,0.2958,-1.1863,1.0513,0.0729,
5.4186,0.7128,0.453,-2.0785,0.6,0.2718,-1.2471,1.0732,0.0616,
5.4358,0.7203,0.4159,-2.2556,0.6,0.2496,-1.3533,1.0953,0.0519,
5.455,0.7279,0.3707,-2.1863,0.6,0.2224,-1.3118,1.1175,0.0412,
5.4767,0.7354,0.3269,-2.3903,0.6,0.1961,-1.4342,1.1344,0.0321,
5.4952,0.7411,0.2758,-2.5333,0.6,0.1655,-1.52,1.1513,0.0228,
5.5182,0.7467,0.2228,-2.1735,0.6,0.1337,-1.3041,1.1627,0.0149,
5.537,0.7505,0.1844,-2.7493,0.6,0.1106,-1.6496,1.1684,0.0102,
5.5484,0.7524,0.145,-3.0787,0.6,0.087,-1.8472,1.1741,0.0063,
5.5638,0.7543,0.1034,-3.2147,0.6,0.062,-1.9288,1.1799,0.0032,
5.5866,0.7562,0.0184,-2.8604,0.6,0.011,-1.7162,1.1741,0.0001,
5.6274,0.7543,-0.0629,-1.9192,0.6,-0.0377,-1.1515,1.1684,0.0012,
5.6514,0.7524,-0.1072,-1.9069,0.6,-0.0643,-1.1441,1.157,0.0034,
5.6795,0.7486,-0.1625,-2.2763,0.6,-0.0975,-1.3658,1.1457,0.0079,
5.699,0.7449,-0.2129,-2.5998,0.6,-0.1277,-1.5599,1.1344,0.0136,
5.7151,0.7411,-0.255,-2.2738,0.6,-0.153,-1.3643,1.1175,0.0195,
5.7359,0.7354,-0.2952,-1.9073,0.6,-0.1771,-1.1444,1.0953,0.0262,
5.7596,0.7279,-0.3398,-2.2976,0.6,-0.2039,-1.3786,1.0787,0.0346,
5.7753,0.7222,-0.3824,-2.2157,0.6,-0.2294,-1.3294,1.0513,0.0439,
5.7987,0.7128,-0.4226,-1.8354,0.6,-0.2535,-1.1012,1.0243,0.0536,
5.8199,0.7034,-0.464,-1.8744,0.6,-0.2784,-1.1246,0.9976,0.0646,
5.8395,0.6939,-0.4992,-1.734,0.6,-0.2995,-1.0404,0.9712,0.0748,
5.8578,0.6845,-0.5298,-1.667,0.6,-0.3179,-1.0002,0.94,0.0842,
5.8785,0.6732,-0.5642,-1.5268,0.6,-0.3385,-0.9161,0.9092,0.0955,
5.8979,0.6619,-0.5912,-1.2913,0.6,-0.3547,-0.7748,0.874,0.1049,
5.9199,0.6487,-0.6174,-1.4859,0.6,-0.3704,-0.8915,0.8443,0.1144,
5.9377,0.6374,-0.6491,-1.5362,0.6,-0.3894,-0.9217,0.8103,0.1264,
5.9576,0.6242,-0.6748,-1.173,0.6,-0.4049,-0.7038,0.7722,0.1366,
5.9796,0.6091,-0.698,-1.3015,0.6,-0.4188,-0.7809,0.7396,0.1462,
5.9982,0.5959,-0.7268,-1.284,0.6,-0.4361,-0.7704,0.7032,0.1585,
6.0185,0.5808,-0.7475,-0.8407,0.6,-0.4485,-0.5044,0.6676,0.1676,
6.0386,0.5657,-0.7608,-0.7747,0.6,-0.4565,-0.4648,0.6329,0.1737,
6.0582,0.5506,-0.7782,-0.8253,0.6,-0.4669,-0.4952,0.595,0.1817,
6.0797,0.5337,-0.7946,-0.642,0.6,-0.4768,-0.3852,0.5622,0.1894,
6.0985,0.5186,-0.8044,-0.4692,0.6,-0.4827,-0.2815,0.5264,0.1941,
