Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
2.2987,0.677,-1.3088,-1.9546,0.6,-0.7853,-1.1728,0.874,0.5139,
2.3199,0.6487,-1.3586,-1.6824,0.6,-0.8151,-1.0094,0.8055,0.5537,
2.339,0.6223,-1.378,-0.5952,0.6,-0.8268,-0.3571,0.735,0.5697,
2.3596,0.594,-1.3816,0.5047,0.6,-0.829,0.3028,0.672,0.5727,
2.3786,0.5676,-1.3591,1.0123,0.6,-0.8154,0.6074,0.6075,0.5541,
2.3999,0.5393,-1.3412,-0.2465,0.6,-0.8047,-0.1479,0.5502,0.5397,
2.4194,0.5129,-1.3672,-0.335,0.6,-0.8203,-0.201,0.4918,0.5607,
2.4399,0.4846,-1.3536,1.6458,0.6,-0.8121,0.9875,0.4401,0.5496,
2.4598,0.4582,-1.3013,2.1396,0.6,-0.7808,1.2838,0.3947,0.508,
2.479,0.4337,-1.2696,1.1365,0.6,-0.7618,0.6819,0.3484,0.4836,
2.4999,0.4073,-1.2566,0.3161,0.6,-0.7539,0.1897,0.308,0.4737,
2.5195,0.3828,-1.2564,0.4819,0.6,-0.7539,0.2891,0.27,0.4736,
2.5389,0.3583,-1.2379,1.9174,0.6,-0.7427,1.1504,0.2345,0.4597,
2.5591,0.3338,-1.1797,2.9027,0.6,-0.7078,1.7416,0.2039,0.4175,
2.5789,0.3111,-1.1218,2.6878,0.6,-0.6731,1.6127,0.1754,0.3775,
2.5995,0.2885,-1.0713,1.8823,0.6,-0.6428,1.1294,0.1512,0.3443,
2.6193,0.2678,-1.0453,1.1038,0.6,-0.6272,0.6623,0.1287,0.3278,
2.6392,0.247,-1.0275,1.4936,0.6,-0.6165,0.8961,0.1081,0.3167,
2.6597,0.2263,-0.9846,2.5133,0.6,-0.5907,1.508,0.0908,0.2908,
2.6794,0.2074,-0.9268,3.1337,0.6,-0.5561,1.8802,0.0766,0.2577,
2.6983,0.1905,-0.8638,3.1838,0.6,-0.5183,1.9103,0.0636,0.2238,
2.7187,0.1735,-0.8019,3.0197,0.6,-0.4811,1.8118,0.053,0.1929,
2.7383,0.1584,-0.743,2.8485,0.6,-0.4458,1.7091,0.0434,0.1656,
2.7594,0.1433,-0.6862,2.9281,0.6,-0.4117,1.7568,0.0358,0.1413,
2.7795,0.1301,-0.6226,3.2956,0.6,-0.3736,1.9774,0.0298,0.1163,
2.7987,0.1188,-0.5568,3.2638,0.6,-0.3341,1.9583,0.0253,0.093,
2.8166,0.1094,-0.5013,3.1357,0.6,-0.3008,1.8814,0.0211,0.0754,
2.8365,0.0999,-0.4382,3.6173,0.6,-0.2629,2.1704,0.0181,0.0576,
2.8553,0.0924,-0.3618,3.5319,0.6,-0.2171,2.1191,0.0152,0.0393,
2.8784,0.0849,-0.2925,3.6164,0.6,-0.1755,2.1699,0.0139,0.0257,
2.893,0.0811,-0.2307,3.7249,0.6,-0.1384,2.2349,0.0126,0.016,
2.9119,0.0773,-0.1699,5.8384,0.6,-0.1019,3.503,0.012,0.0087,
2.9256,0.0754,-0.054,5.3648,0.6,-0.0324,3.2189,0.0126,0.0009,
2.9875,0.0773,0.0865,2.9195,0.6,0.0519,1.7517,0.0139,0.0022,
3.0142,0.0811,0.1818,3.2372,0.6,0.1091,1.9423,0.0159,0.0099,
3.0395,0.0867,0.2553,3.0033,0.6,0.1532,1.802,0.0181,0.0196,
3.0592,0.0924,0.3164,3.2164,0.6,0.1898,1.9299,0.0203,0.03,
3.0758,0.0981,0.3717,2.8678,0.6,0.223,1.7207,0.0244,0.0414,
3.0993,0.1075,0.4282,2.5808,0.6,0.2569,1.5485,0.0289,0.055,
3.1199,0.1169,0.485,2.8923,0.6,0.291,1.7354,0.0337,0.0706,
3.1382,0.1263,0.5404,2.7251,0.6,0.3242,1.6351,0.04,0.0876,
3.1583,0.1377,0.5891,2.5633,0.6,0.3535,1.538,0.0481,0.1041,
3.1799,0.1509,0.6475,2.6291,0.6,0.3885,1.5774,0.0569,0.1258,
3.1992,0.1641,0.6968,2.3175,0.6,0.4181,1.3905,0.0664,0.1457,
3.2178,0.1773,0.7355,2.3094,0.6,0.4413,1.3856,0.0781,0.1623,
3.2375,0.1923,0.7855,2.3738,0.6,0.4713,1.4243,0.0925,0.1851,
3.2585,0.2093,0.8319,2.1274,0.6,0.4991,1.2764,0.1081,0.2076,
3.2784,0.2263,0.8726,1.9326,0.6,0.5236,1.1595,0.1268,0.2284,
3.2995,0.2451,0.911,1.9346,0.6,0.5466,1.1607,0.147,0.249,
3.3198,0.264,0.9526,1.9757,0.6,0.5716,1.1854,0.1686,0.2723,
3.3392,0.2829,0.9895,1.6889,0.6,0.5937,1.0133,0.1942,0.2938,
3.3598,0.3036,1.0199,1.6504,0.6,0.612,0.9902,0.2215,0.3121,
3.3798,0.3243,1.0564,1.7856,0.6,0.6338,1.0713,0.2506,0.3348,
3.3991,0.3451,1.0901,1.4413,0.6,0.654,0.8648,0.2843,0.3565,
3.4196,0.3677,1.1134,1.1156,0.6,0.668,0.6693,0.3202,0.3719,
3.4397,0.3903,1.1354,0.9841,0.6,0.6813,0.5905,0.3581,0.3868,
3.4595,0.413,1.1527,0.5984,0.6,0.6916,0.359,0.3981,0.3986,
3.479,0.4356,1.159,0.3308,0.6,0.6954,0.1985,0.4401,0.403,
3.4985,0.4582,1.1656,0.375,0.6,0.6994,0.225,0.488,0.4076,
3.5194,0.4827,1.1742,0.0633,0.6,0.7045,0.038,0.5343,0.4136,
3.5387,0.5054,1.1687,-0.4861,0.6,0.7012,-0.2917,0.5867,0.4097,
3.5598,0.5299,1.1542,-0.6685,0.6,0.6925,-0.4011,0.6372,0.3996,
3.5795,0.5525,1.1414,-0.757,0.6,0.6849,-0.4542,0.6897,0.3909,
3.5994,0.5751,1.1242,-0.8562,0.6,0.6745,-0.5137,0.7442,0.3792,
3.6198,0.5978,1.1069,-0.8416,0.6,0.6641,-0.5049,0.7959,0.3676,
3.6386,0.6185,1.0912,-0.8936,0.6,0.6547,-0.5362,0.8541,0.3572,
3.6595,0.6411,1.0713,-1.2618,0.6,0.6428,-0.7571,0.9092,0.3443,
3.6791,0.6619,1.0405,-1.67,0.6,0.6243,-1.002,0.966,0.3248,
3.6994,0.6826,1.0046,-1.612,0.6,0.6028,-0.9672,1.0189,0.3028,
3.7185,0.7015,0.9768,-1.5354,0.6,0.5861,-0.9213,1.0732,0.2863,
3.738,0.7203,0.9453,-1.6974,0.6,0.5672,-1.0184,1.1288,0.2681,
3.7584,0.7392,0.909,-1.8991,0.6,0.5454,-1.1395,1.1856,0.2479,
3.7796,0.7581,0.8662,-2.1089,0.6,0.5197,-1.2654,1.2379,0.2251,
3.7997,0.775,0.822,-2.291,0.6,0.4932,-1.3746,1.2853,0.2027,
3.8185,0.7901,0.7772,-2.495,0.6,0.4663,-1.497,1.3334,0.1812,
3.8386,0.8052,0.7248,-2.4225,0.6,0.4349,-1.4535,1.3762,0.1576,
3.8575,0.8184,0.6825,-2.3615,0.6,0.4095,-1.4169,1.4196,0.1398,
3.8773,0.8316,0.6333,-2.4606,0.6,0.38,-1.4764,1.4636,0.1203,
3.8993,0.8448,0.5797,-2.4558,0.6,0.3478,-1.4735,1.5018,0.1008,
3.9195,0.8561,0.5297,-2.7163,0.6,0.3178,-1.6298,1.534,0.0842,
3.9383,0.8655,0.4741,-2.8396,0.6,0.2844,-1.7037,1.5665,0.0674,
3.9595,0.875,0.4164,-2.7839,0.6,0.2498,-1.6704,1.5927,0.052,
3.979,0.8825,0.3609,-3.071,0.6,0.2166,-1.8426,1.6125,0.0391,
3.9959,0.8882,0.3052,-3.0333,0.6,0.1831,-1.82,1.6324,0.0279,
4.0164,0.8938,0.2484,-3.1236,0.6,0.149,-1.8742,1.6457,0.0185,
4.0334,0.8976,0.1893,-3.2852,0.6,0.1136,-1.9711,1.6591,0.0108,
4.0579,0.9014,0.1135,-3.8291,0.6,0.0681,-2.2975,1.6658,0.0039,
4.0843,0.9033,-0.007,-3.9044,0.6,-0.0042,-2.3426,1.6591,0,
4.1064,0.9014,-0.0787,-2.2425,0.6,-0.0472,-1.3455,1.6524,0.0019,
4.133,0.8995,-0.1117,-2.0903,0.6,-0.067,-1.2542,1.6391,0.0037,
4.158,0.8957,-0.1852,-3.0821,0.6,-0.1111,-1.8492,1.6258,0.0103,
4.1754,0.8919,-0.2413,-2.9493,0.6,-0.1448,-1.7696,1.6059,0.0175,
4.1966,0.8863,-0.298,-2.6517,0.6,-0.1788,-1.591,1.5796,0.0266,
4.2195,0.8787,-0.3582,-2.6836,0.6,-0.2149,-1.6102,1.5535,0.0385,
4.239,0.8712,-0.4116,-2.9306,0.6,-0.247,-1.7584,1.5276,0.0508,
4.2561,0.8637,-0.465,-2.8286,0.6,-0.279,-1.6972,1.4891,0.0649,
4.2793,0.8523,-0.5238,-2.6371,0.6,-0.3143,-1.5822,1.4573,0.0823,
4.2962,0.8429,-0.5701,-2.4119,0.6,-0.3421,-1.4471,1.4134,0.0975,
4.3188,0.8297,-0.6172,-2.2711,0.6,-0.3703,-1.3627,1.3701,0.1143,
4.3391,0.8165,-0.6671,-2.3482,0.6,-0.4003,-1.4089,1.3273,0.1335,
4.3584,0.8033,-0.7103,-2.3192,0.6,-0.4262,-1.3915,1.2793,0.1513,
4.3789,0.7882,-0.7595,-2.1819,0.6,-0.4557,-1.3091,1.232,0.173,
4.3982,0.7731,-0.7974,-1.8472,0.6,-0.4785,-1.1083,1.1799,0.1908,
4.419,0.7562,-0.8334,-1.8403,0.6,-0.5,-1.1042,1.1288,0.2084,
4.4389,0.7392,-0.8722,-1.8545,0.6,-0.5233,-1.1127,1.0787,0.2282,
4.458,0.7222,-0.9058,-1.5536,0.6,-0.5435,-0.9322,1.0243,0.2461,
4.4784,0.7034,-0.9333,-1.4165,0.6,-0.56,-0.8499,0.9712,0.2613,
4.4984,0.6845,-0.963,-1.7472,0.6,-0.5778,-1.0483,0.9143,0.2782,
4.5195,0.6638,-1.0054,-1.8661,0.6,-0.6032,-1.1197,0.8591,0.3032,
4.5397,0.643,-1.0402,-1.3309,0.6,-0.6241,-0.7986,0.8055,0.3246,
4.5594,0.6223,-1.0587,-0.9952,0.6,-0.6352,-0.5971,0.7535,0.3363,
4.5789,0.6015,-1.0792,-0.7334,0.6,-0.6475,-0.44,0.6987,0.3494,
4.5996,0.5789,-1.0878,0.0488,0.6,-0.6527,0.0293,0.6502,0.355,
4.6187,0.5582,-1.078,0.2875,0.6,-0.6468,0.1725,0.6033,0.3486,
4.6381,0.5374,-1.0768,-0.3949,0.6,-0.6461,-0.2369,0.5542,0.3478,
4.659,0.5148,-1.0946,-0.7322,0.6,-0.6568,-0.4393,0.507,0.3594,
4.6794,0.4922,-1.1071,0.5128,0.6,-0.6643,0.3077,0.4656,0.3677,
4.6982,0.4714,-1.0763,1.8631,0.6,-0.6458,1.1179,0.4223,0.3476,
4.7198,0.4488,-1.0312,1.5359,0.6,-0.6187,0.9216,0.3879,0.319,
4.7384,0.4299,-1.0129,0.8163,0.6,-0.6078,0.4898,0.3516,0.3078,
4.7589,0.4092,-0.9996,0.6385,0.6,-0.5998,0.3831,0.3202,0.2998,
4.778,0.3903,-0.9876,0.2522,0.6,-0.5926,0.1513,0.2872,0.2926,
4.799,0.3696,-0.9902,0.6013,0.6,-0.5941,0.3608,0.2588,0.2942,
4.818,0.3507,-0.965,1.999,0.6,-0.579,1.1994,0.2319,0.2794,
4.8381,0.3319,-0.9113,2.3452,0.6,-0.5468,1.4071,0.2064,0.2492,
4.8594,0.313,-0.8683,2.0672,0.6,-0.521,1.2403,0.1847,0.2262,
4.8793,0.2961,-0.8262,2.0525,0.6,-0.4957,1.2315,0.1664,0.2048,
4.8981,0.281,-0.7888,1.6613,0.6,-0.4733,0.9968,0.1491,0.1866,
4.9176,0.2659,-0.7628,1.2239,0.6,-0.4577,0.7343,0.1327,0.1746,
4.9377,0.2508,-0.7404,1.3712,0.6,-0.4442,0.8227,0.1172,0.1644,
4.9584,0.2357,-0.7067,2.1197,0.6,-0.424,1.2718,0.1045,0.1498,
4.9777,0.2225,-0.6563,2.5509,0.6,-0.3938,1.5306,0.0925,0.1292,
4.9987,0.2093,-0.604,2.5965,0.6,-0.3624,1.5579,0.0828,0.1095,
5.0182,0.198,-0.5513,2.5249,0.6,-0.3308,1.5149,0.0736,0.0912,
5.0398,0.1867,-0.5006,2.8906,0.6,-0.3003,1.7344,0.0678,0.0752,
5.0557,0.1791,-0.446,3.0276,0.6,-0.2676,1.8165,0.0608,0.0597,
5.0784,0.1697,-0.3865,2.368,0.6,-0.2319,1.4208,0.0556,0.0448,
5.0993,0.1622,-0.3423,2.4917,0.6,-0.2054,1.495,0.0518,0.0351,
5.1168,0.1565,-0.2921,3.5363,0.6,-0.1753,2.1218,0.0493,0.0256,
5.1315,0.1527,-0.2303,3.6348,0.6,-0.1382,2.1809,0.0469,0.0159,
5.1498,0.149,-0.1742,2.9001,0.6,-0.1045,1.7401,0.0446,0.0091,
5.1758,0.1452,-0.1031,3.6284,0.6,-0.0619,2.177,0.0434,0.0032,
5.2074,0.1433,0.0398,4.4155,0.6,0.0239,2.6493,0.0446,0.0005,
5.221,0.1452,0.0984,2.0028,0.6,0.059,1.2017,0.0457,0.0029,
5.2543,0.1471,0.0883,1.4144,0.6,0.053,0.8486,0.0469,0.0023,
5.2702,0.149,0.1381,2.5364,0.6,0.0829,1.5218,0.0493,0.0057,
5.2938,0.1527,0.1839,2.1926,0.6,0.1104,1.3155,0.0518,0.0102,
5.3118,0.1565,0.2279,2.2415,0.6,0.1367,1.3449,0.0556,0.0156,
5.3351,0.1622,0.2754,2.2275,0.6,0.1652,1.3365,0.0608,0.0228,
5.3596,0.1697,0.3346,2.5171,0.6,0.2008,1.5102,0.065,0.0336,
5.3753,0.1754,0.3757,2.0114,0.6,0.2254,1.2068,0.0721,0.0424,
5.3995,0.1848,0.4097,1.9812,0.6,0.2458,1.1887,0.0781,0.0504,
5.4169,0.1923,0.4542,2.3466,0.6,0.2725,1.4079,0.086,0.0619,
5.4368,0.2018,0.4967,1.9423,0.6,0.298,1.1654,0.0958,0.074,
5.4587,0.2131,0.535,1.8377,0.6,0.321,1.1026,0.1063,0.0859,
5.4791,0.2244,0.5743,1.8685,0.6,0.3446,1.1211,0.1172,0.099,
5.4981,0.2357,0.6087,1.6741,0.6,0.3652,1.0045,0.1307,0.1112,
5.5193,0.2489,0.6413,1.4914,0.6,0.3848,0.8948,0.1449,0.1234,
5.5393,0.2621,0.6702,1.4828,0.6,0.4021,0.8897,0.1598,0.1348,
5.5587,0.2753,0.6997,1.6484,0.6,0.4198,0.989,0.1777,0.1469,
5.5797,0.2904,0.737,1.6806,0.6,0.4422,1.0084,0.1966,0.163,
5.5997,0.3055,0.7687,1.4713,0.6,0.4612,0.8828,0.2164,0.1773,
5.619,0.3206,0.7949,1.2403,0.6,0.477,0.7442,0.2371,0.1896,
5.6377,0.3357,0.8159,1.1859,0.6,0.4896,0.7115,0.2616,0.1997,
5.6582,0.3526,0.8415,1.2633,0.6,0.5049,0.758,0.2872,0.2124,
5.678,0.3696,0.8668,0.9421,0.6,0.5201,0.5653,0.3171,0.2254,
5.6996,0.3885,0.8799,0.5205,0.6,0.5279,0.3123,0.3452,0.2323,
5.7187,0.4054,0.8882,0.3894,0.6,0.5329,0.2337,0.3778,0.2367,
5.7399,0.4243,0.8955,0.3362,0.6,0.5373,0.2017,0.4084,0.2406,
5.7588,0.4413,0.9017,0.2217,0.6,0.541,0.133,0.4437,0.2439,
5.7796,0.4601,0.9041,-0.0593,0.6,0.5424,-0.0356,0.4767,0.2452,
5.7984,0.4771,0.8997,-0.2289,0.6,0.5398,-0.1374,0.5147,0.2429,
5.8194,0.4959,0.895,-0.2172,0.6,0.537,-0.1303,0.5502,0.2403,
5.8384,0.5129,0.891,-0.4339,0.6,0.5346,-0.2603,0.5909,0.2382,
5.8597,0.5318,0.877,-0.9158,0.6,0.5262,-0.5495,0.6287,0.2307,
5.8792,0.5487,0.8541,-0.8446,0.6,0.5125,-0.5068,0.6676,0.2189,
5.8994,0.5657,0.8437,-0.6281,0.6,0.5062,-0.3768,0.7077,0.2135,
5.9195,0.5827,0.8288,-1.1233,0.6,0.4973,-0.674,0.7442,0.2061,
5.9381,0.5978,0.8008,-1.1452,0.6,0.4805,-0.6871,0.7864,0.1924,
5.9595,0.6147,0.784,-0.9363,0.6,0.4704,-0.5618,0.8248,0.1844,
5.9789,0.6298,0.7629,-1.1998,0.6,0.4578,-0.7199,0.864,0.1746,
5.9991,0.6449,0.7364,-1.4526,0.6,0.4418,-0.8716,0.8991,0.1627,
6.0173,0.6581,0.7074,-1.6894,0.6,0.4244,-1.0136,0.94,0.1501,
6.0392,0.6732,0.6683,-1.8167,0.6,0.401,-1.09,0.9764,0.134,
6.0596,0.6864,0.6306,-1.8017,0.6,0.3784,-1.081,1.0082,0.1193,
6.078,0.6977,0.5983,-1.7231,0.6,0.359,-1.0338,1.0405,0.1074,
6.0974,0.709,0.5655,-1.6827,0.6,0.3393,-1.0096,1.0732,0.0959,
6.118,0.7203,0.531,-1.9293,0.6,0.3186,-1.1576,1.1008,0.0846,
6.1365,0.7298,0.4906,-2.164,0.6,0.2944,-1.2984,1.1288,0.0722,
6.1566,0.7392,0.4475,-2.004,0.6,0.2685,-1.2024,1.157,0.0601,
6.1786,0.7486,0.4065,-1.9674,0.6,0.2439,-1.1804,1.1799,0.0496,
6.1983,0.7562,0.3657,-2.3534,0.6,0.2194,-1.4121,1.1972,0.0401,
6.2145,0.7618,0.323,-2.2784,0.6,0.1938,-1.367,1.2204,0.0313,
6.2398,0.7694,0.2744,-2.3363,0.6,0.1646,-1.4018,1.232,0.0226,
6.2547,0.7731,0.2334,-2.485,0.6,0.14,-1.491,1.2438,0.0163,
6.2721,0.7769,0.1948,-2.0822,0.6,0.1169,-1.2493,1.2556,0.0114,
6.2943,0.7807,0.1516,-2.5528,0.6,0.0909,-1.5317,1.2615,0.0069,
6.3087,0.7826,0.1061,-3.4048,0.6,0.0636,-2.0429,1.2674,0.0034,
6.3324,0.7845,0.0196,-2.7807,0.6,0.0118,-1.6684,1.2615,0.0001,
6.3788,0.7826,-0.0691,-1.6579,0.6,-0.0414,-0.9947,1.2497,0.0014,
6.4179,0.7788,-0.124,-2.7576,0.6,-0.0744,-1.6546,1.2438,0.0046,
6.4305,0.7769,-0.1758,-2.8996,0.6,-0.1055,-1.7398,1.2262,0.0093,
6.4584,0.7713,-0.2229,-2.3215,0.6,-0.1338,-1.3929,1.2145,0.0149,
6.4739,0.7675,-0.2687,-2.3447,0.6,-0.1612,-1.4068,1.1914,0.0217,
6.4999,0.7599,-0.3138,-2.0978,0.6,-0.1883,-1.2587,1.1741,0.0295,
6.5166,0.7543,-0.3549,-2.1764,0.6,-0.2129,-1.3058,1.1513,0.0378,
6.5369,0.7467,-0.3933,-1.7068,0.6,-0.236,-1.0241,1.1231,0.0464,
6.5597,0.7373,-0.428,-1.8379,0.6,-0.2568,-1.1027,1.1008,0.055,
6.5766,0.7298,-0.4644,-1.8237,0.6,-0.2786,-1.0942,1.0677,0.0647,
6.5999,0.7185,-0.4992,-1.6441,0.6,-0.2995,-0.9864,1.0405,0.0748,
6.6184,0.709,-0.5324,-1.7753,0.6,-0.3194,-1.0652,1.0082,0.085,
6.6389,0.6977,-0.5684,-1.7278,0.6,-0.341,-1.0367,0.9764,0.0969,
6.6582,0.6864,-0.6012,-1.4666,0.6,-0.3607,-0.8799,0.94,0.1084,
6.6796,0.6732,-0.6276,-1.4276,0.6,-0.3766,-0.8565,0.9092,0.1182,
6.6973,0.6619,-0.6563,-1.4804,0.6,-0.3938,-0.8882,0.869,0.1292,
6.7197,0.6468,-0.6863,-1.3548,0.6,-0.4118,-0.8129,0.8345,0.1413,
6.7386,0.6336,-0.7122,-1.2741,0.6,-0.4273,-0.7645,0.7959,0.1522,
6.7594,0.6185,-0.7367,-1.0914,0.6,-0.442,-0.6549,0.7581,0.1628,
6.7796,0.6034,-0.757,-0.7791,0.6,-0.4542,-0.4675,0.7213,0.1719,
