Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
2.1598,0.6468,-1.2918,-0.7191,0.6,-0.7751,-0.4315,0.8055,0.5006,
2.1788,0.6223,-1.3154,-1.3817,0.6,-0.7892,-0.829,0.735,0.519,
2.1999,0.594,-1.3475,-0.835,0.6,-0.8085,-0.501,0.672,0.5448,
2.2194,0.5676,-1.3504,0.7675,0.6,-0.8102,0.4605,0.6117,0.5471,
2.239,0.5412,-1.3174,1.6248,0.6,-0.7904,0.9749,0.5542,0.5206,
2.2595,0.5148,-1.2853,0.1677,0.6,-0.7712,0.1006,0.5032,0.4956,
2.2786,0.4903,-1.3088,-1.1341,0.6,-0.7853,-0.6804,0.4473,0.5139,
2.2998,0.462,-1.3308,0.4686,0.6,-0.7985,0.2811,0.3981,0.5313,
2.3197,0.4356,-1.2915,2.3669,0.6,-0.7749,1.4202,0.3548,0.5004,
2.3392,0.4111,-1.2377,2.1481,0.6,-0.7426,1.2889,0.314,0.4595,
2.3593,0.3866,-1.2068,1.3081,0.6,-0.7241,0.7849,0.2786,0.4369,
2.3783,0.3639,-1.1863,0.6044,0.6,-0.7118,0.3626,0.2425,0.4222,
2.3991,0.3394,-1.1836,0.4363,0.6,-0.7102,0.2618,0.2089,0.4203,
2.4197,0.3149,-1.1683,1.7876,0.6,-0.701,1.0726,0.18,0.4095,
2.4394,0.2923,-1.1125,3.1339,0.6,-0.6675,1.8803,0.1555,0.3713,
2.4587,0.2715,-1.0462,3.1073,0.6,-0.6277,1.8644,0.1327,0.3284,
2.4791,0.2508,-0.9895,2.4025,0.6,-0.5937,1.4415,0.1135,0.2937,
2.4987,0.2319,-0.9498,1.6496,0.6,-0.5699,0.9897,0.0958,0.2706,
2.5188,0.2131,-0.9242,1.4653,0.6,-0.5545,0.8792,0.0797,0.2562,
2.5395,0.1942,-0.8899,2.1285,0.6,-0.5339,1.2771,0.0664,0.2376,
2.559,0.1773,-0.8392,2.8,0.6,-0.5035,1.68,0.0556,0.2113,
2.5776,0.1622,-0.7834,3.0675,0.6,-0.47,1.8405,0.0457,0.1841,
2.5976,0.1471,-0.7207,3.0539,0.6,-0.4324,1.8323,0.0368,0.1558,
2.6196,0.132,-0.6553,3.1217,0.6,-0.3932,1.873,0.0308,0.1288,
2.6377,0.1207,-0.5961,3.0977,0.6,-0.3576,1.8586,0.0253,0.1066,
2.6576,0.1094,-0.5379,3.342,0.6,-0.3228,2.0052,0.0211,0.0868,
2.6763,0.0999,-0.4676,3.5547,0.6,-0.2806,2.1328,0.0173,0.0656,
2.6983,0.0905,-0.3939,3.2423,0.6,-0.2364,1.9454,0.0146,0.0466,
2.7191,0.083,-0.3287,3.2808,0.6,-0.1972,1.9685,0.0126,0.0324,
2.7383,0.0773,-0.2629,3.8431,0.6,-0.1577,2.3058,0.0114,0.0207,
2.7549,0.0735,-0.1922,5.014,0.6,-0.1153,3.0084,0.0103,0.0111,
2.7787,0.0698,-0.0549,3.8573,0.6,-0.0329,2.3144,0.0114,0.0009,
2.8597,0.0735,0.1027,4.6913,0.6,0.0616,2.8148,0.012,0.0032,
2.8716,0.0754,0.1912,4.865,0.6,0.1147,2.919,0.0139,0.011,
2.8972,0.0811,0.2499,2.6861,0.6,0.15,1.6117,0.0159,0.0187,
2.9174,0.0867,0.3121,3.0031,0.6,0.1873,1.8018,0.0188,0.0292,
2.9393,0.0943,0.3762,3.0364,0.6,0.2257,1.8219,0.0219,0.0425,
2.9578,0.1018,0.4344,2.7266,0.6,0.2606,1.636,0.0262,0.0566,
2.9783,0.1113,0.4817,2.6909,0.6,0.289,1.6145,0.0308,0.0696,
2.9971,0.1207,0.5395,2.8245,0.6,0.3237,1.6947,0.0379,0.0873,
3.0199,0.1339,0.5982,2.5332,0.6,0.3589,1.5199,0.0446,0.1074,
3.0382,0.1452,0.6438,2.5784,0.6,0.3863,1.547,0.053,0.1243,
3.0579,0.1584,0.6963,2.5311,0.6,0.4178,1.5186,0.0636,0.1454,
3.0788,0.1735,0.7464,2.3491,0.6,0.4479,1.4094,0.0751,0.1672,
3.0984,0.1886,0.7915,2.1048,0.6,0.4749,1.2629,0.0892,0.1879,
3.1192,0.2055,0.8312,2.0418,0.6,0.4987,1.2251,0.1045,0.2073,
3.1392,0.2225,0.8747,2.2171,0.6,0.5248,1.3303,0.121,0.2295,
3.1581,0.2395,0.9174,2.0301,0.6,0.5504,1.2181,0.1408,0.2525,
3.1782,0.2583,0.9536,1.6575,0.6,0.5722,0.9945,0.1642,0.2728,
3.1996,0.2791,0.986,1.7304,0.6,0.5916,1.0382,0.187,0.2916,
3.2184,0.2979,1.0226,1.8679,0.6,0.6136,1.1207,0.2139,0.3137,
3.2383,0.3187,1.0582,1.2784,0.6,0.6349,0.767,0.2452,0.3359,
3.2594,0.3413,1.0744,0.5834,0.6,0.6446,0.35,0.2757,0.3463,
3.2787,0.3621,1.0821,0.5625,0.6,0.6493,0.3375,0.311,0.3513,
3.2995,0.3847,1.0972,0.8262,0.6,0.6583,0.4957,0.3484,0.3611,
3.3199,0.4073,1.1161,0.5362,0.6,0.6697,0.3217,0.3845,0.3737,
3.3384,0.4281,1.1188,0.073,0.6,0.6713,0.0438,0.4259,0.3755,
3.3587,0.4507,1.1188,-0.0672,0.6,0.6713,-0.0403,0.4693,0.3755,
3.3788,0.4733,1.1161,-0.4079,0.6,0.6697,-0.2447,0.5147,0.3737,
3.3992,0.4959,1.1022,-0.5629,0.6,0.6613,-0.3377,0.5622,0.3645,
3.4199,0.5186,1.093,-0.3538,0.6,0.6558,-0.2123,0.6075,0.3584,
3.4389,0.5393,1.088,-0.4056,0.6,0.6528,-0.2434,0.6589,0.3551,
3.4597,0.5619,1.0766,-0.733,0.6,0.646,-0.4398,0.7077,0.3477,
3.4792,0.5827,1.0587,-0.9285,0.6,0.6352,-0.5571,0.7581,0.3363,
3.4989,0.6034,1.0402,-1.1577,0.6,0.6241,-0.6946,0.8103,0.3246,
3.5191,0.6242,1.0124,-1.4141,0.6,0.6075,-0.8484,0.864,0.3075,
3.5399,0.6449,0.9822,-1.3721,0.6,0.5893,-0.8233,0.9143,0.2894,
3.5594,0.6638,0.957,-1.2969,0.6,0.5742,-0.7781,0.966,0.2747,
3.5793,0.6826,0.9311,-1.425,0.6,0.5587,-0.855,1.0189,0.2601,
3.5999,0.7015,0.8992,-1.8235,0.6,0.5395,-1.0941,1.0677,0.2425,
3.6192,0.7185,0.8587,-2.0616,0.6,0.5152,-1.237,1.1175,0.2212,
3.6394,0.7354,0.8178,-2.0917,0.6,0.4907,-1.255,1.1627,0.2006,
3.6583,0.7505,0.777,-2.1219,0.6,0.4662,-1.2731,1.2087,0.1811,
3.6783,0.7656,0.7353,-2.0875,0.6,0.4412,-1.2525,1.2556,0.1622,
3.6994,0.7807,0.6912,-2.1991,0.6,0.4147,-1.3194,1.2972,0.1433,
3.7192,0.7939,0.6455,-2.5187,0.6,0.3873,-1.5112,1.3334,0.125,
3.7373,0.8052,0.5961,-2.636,0.6,0.3576,-1.5816,1.3701,0.1066,
3.7572,0.8165,0.5455,-2.3732,0.6,0.3273,-1.4239,1.4071,0.0893,
3.7788,0.8278,0.4979,-2.3979,0.6,0.2987,-1.4387,1.4384,0.0744,
3.7989,0.8373,0.4458,-2.7122,0.6,0.2675,-1.6273,1.4636,0.0596,
3.8168,0.8448,0.3951,-2.6365,0.6,0.2371,-1.5819,1.4891,0.0468,
3.837,0.8523,0.3458,-2.6248,0.6,0.2075,-1.5749,1.5083,0.0359,
3.8548,0.858,0.2958,-2.7831,0.6,0.1775,-1.6698,1.5276,0.0263,
3.8758,0.8637,0.2379,-3.0858,0.6,0.1428,-1.8515,1.5405,0.017,
3.8939,0.8674,0.1761,-2.9523,0.6,0.1057,-1.7714,1.5535,0.0093,
3.9196,0.8712,0.1121,-3.4841,0.6,0.0672,-2.0905,1.56,0.0038,
3.9445,0.8731,0.0006,-3.7231,0.6,0.0004,-2.2339,1.5535,0,
3.9698,0.8712,-0.0745,-1.9706,0.6,-0.0447,-1.1823,1.547,0.0017,
3.9955,0.8693,-0.0995,-2.1541,0.6,-0.0597,-1.2925,1.5405,0.003,
4.0107,0.8674,-0.1502,-3.0469,0.6,-0.0901,-1.8281,1.5276,0.0068,
4.0318,0.8637,-0.2084,-2.7647,0.6,-0.1251,-1.6588,1.5083,0.013,
4.0554,0.858,-0.2738,-2.5795,0.6,-0.1643,-1.5477,1.4827,0.0225,
4.0799,0.8505,-0.3323,-2.8071,0.6,-0.1994,-1.6843,1.4636,0.0331,
4.0958,0.8448,-0.3836,-2.7284,0.6,-0.2302,-1.6371,1.4321,0.0441,
4.1188,0.8354,-0.4349,-2.29,0.6,-0.261,-1.374,1.4009,0.0567,
4.1394,0.8259,-0.4833,-2.4946,0.6,-0.29,-1.4968,1.3701,0.0701,
4.158,0.8165,-0.5324,-2.5031,0.6,-0.3194,-1.5018,1.3334,0.085,
4.1782,0.8052,-0.5802,-2.1433,0.6,-0.3481,-1.286,1.2972,0.101,
4.197,0.7939,-0.6163,-1.9099,0.6,-0.3698,-1.1459,1.2556,0.114,
4.2179,0.7807,-0.656,-2.0322,0.6,-0.3936,-1.2193,1.2145,0.1291,
4.2373,0.7675,-0.698,-2.0114,0.6,-0.4188,-1.2068,1.1684,0.1462,
4.2584,0.7524,-0.7372,-1.9666,0.6,-0.4423,-1.18,1.1231,0.163,
4.2783,0.7373,-0.7785,-1.6997,0.6,-0.4671,-1.0198,1.0732,0.1818,
4.2996,0.7203,-0.8067,-1.3658,0.6,-0.484,-0.8195,1.0297,0.1952,
4.318,0.7053,-0.8326,-1.5538,0.6,-0.4996,-0.9323,0.9817,0.208,
4.338,0.6883,-0.8666,-1.3664,0.6,-0.52,-0.8198,0.9297,0.2253,
4.3594,0.6694,-0.8887,-1.0878,0.6,-0.5332,-0.6527,0.884,0.2369,
4.3783,0.6525,-0.9103,-1.3116,0.6,-0.5462,-0.787,0.8345,0.2486,
4.3987,0.6336,-0.9405,-1.4296,0.6,-0.5643,-0.8578,0.7864,0.2654,
4.4185,0.6147,-0.9678,-1.2273,0.6,-0.5807,-0.7364,0.735,0.281,
4.4396,0.594,-0.9905,-0.8527,0.6,-0.5943,-0.5116,0.6897,0.2943,
4.4585,0.5751,-1.0024,-0.5551,0.6,-0.6015,-0.3331,0.6415,0.3015,
4.4791,0.5544,-1.0123,-0.4841,0.6,-0.6074,-0.2905,0.595,0.3074,
4.4994,0.5337,-1.0222,-0.4951,0.6,-0.6133,-0.297,0.5502,0.3134,
4.5197,0.5129,-1.0324,-0.4447,0.6,-0.6194,-0.2668,0.507,0.3198,
4.5396,0.4922,-1.0401,-0.3935,0.6,-0.6241,-0.2361,0.4656,0.3245,
4.5596,0.4714,-1.0481,-0.4015,0.6,-0.6288,-0.2409,0.4259,0.3295,
4.5792,0.4507,-1.056,0.4508,0.6,-0.6336,0.2705,0.3879,0.3345,
4.5989,0.4299,-1.0303,1.7033,0.6,-0.6182,1.022,0.3516,0.3185,
4.6195,0.4092,-0.987,1.8817,0.6,-0.5922,1.129,0.3202,0.2923,
4.639,0.3903,-0.9546,1.3083,0.6,-0.5728,0.785,0.2902,0.2734,
4.659,0.3715,-0.9355,0.4775,0.6,-0.5613,0.2865,0.2616,0.2626,
4.6793,0.3526,-0.9355,0.17,0.6,-0.5613,0.102,0.2345,0.2626,
4.6993,0.3338,-0.9287,0.8326,0.6,-0.5572,0.4996,0.2089,0.2588,
4.7199,0.3149,-0.9014,1.9777,0.6,-0.5409,1.1866,0.187,0.2438,
4.7391,0.2979,-0.8509,2.5108,0.6,-0.5106,1.5065,0.1664,0.2172,
4.7598,0.281,-0.8014,2.0915,0.6,-0.4809,1.2549,0.1491,0.1927,
4.779,0.2659,-0.767,1.9849,0.6,-0.4602,1.191,0.1327,0.1765,
4.7992,0.2508,-0.723,2.023,0.6,-0.4338,1.2138,0.1191,0.1568,
4.8181,0.2376,-0.6877,1.6749,0.6,-0.4126,1.0049,0.1063,0.1419,
4.8376,0.2244,-0.6588,1.5396,0.6,-0.3953,0.9237,0.0942,0.1302,
4.8582,0.2112,-0.6259,1.706,0.6,-0.3756,1.0236,0.0828,0.1175,
4.8798,0.198,-0.5867,2.0865,0.6,-0.352,1.2519,0.0736,0.1032,
4.8999,0.1867,-0.5393,2.4401,0.6,-0.3236,1.4641,0.0664,0.0873,
4.9181,0.1773,-0.4934,2.4961,0.6,-0.296,1.4977,0.0595,0.073,
4.9383,0.1678,-0.4435,2.6685,0.6,-0.2661,1.6011,0.0543,0.059,
4.9563,0.1603,-0.3919,2.7498,0.6,-0.2351,1.6499,0.0493,0.0461,
4.977,0.1527,-0.3374,2.8494,0.6,-0.2025,1.7096,0.0457,0.0342,
4.9952,0.1471,-0.2816,2.7863,0.6,-0.169,1.6718,0.0423,0.0238,
5.0175,0.1414,-0.2257,2.6237,0.6,-0.1354,1.5742,0.04,0.0153,
5.0364,0.1377,-0.1739,2.9264,0.6,-0.1043,1.7558,0.039,0.0091,
5.0489,0.1358,-0.135,4.3417,0.6,-0.081,2.605,0.0379,0.0055,
5.065,0.1339,-0.0453,3.599,0.6,-0.0272,2.1594,0.039,0.0006,
5.1341,0.1358,0.0671,2.4819,0.6,0.0403,1.4891,0.04,0.0014,
5.1519,0.1377,0.1265,2.6112,0.6,0.0759,1.5667,0.0423,0.0048,
5.1772,0.1414,0.1742,2.2938,0.6,0.1045,1.3763,0.0446,0.0091,
5.196,0.1452,0.225,2.3076,0.6,0.135,1.3846,0.0481,0.0152,
5.219,0.1509,0.269,2.0394,0.6,0.1614,1.2237,0.0518,0.0217,
5.2383,0.1565,0.3108,2.2341,0.6,0.1865,1.3404,0.0556,0.029,
5.2555,0.1622,0.3504,2.1487,0.6,0.2103,1.2892,0.0608,0.0368,
5.2758,0.1697,0.3909,2.026,0.6,0.2345,1.2156,0.0678,0.0458,
5.2986,0.1791,0.4378,2.0675,0.6,0.2627,1.2405,0.0751,0.0575,
5.3191,0.1886,0.4804,1.9597,0.6,0.2882,1.1758,0.0828,0.0692,
5.338,0.198,0.5152,1.7178,0.6,0.3091,1.0307,0.0925,0.0796,
5.3592,0.2093,0.549,1.6472,0.6,0.3294,0.9883,0.1027,0.0904,
5.3792,0.2206,0.583,1.6559,0.6,0.3498,0.9935,0.1135,0.102,
5.398,0.2319,0.6133,1.7063,0.6,0.368,1.0238,0.1268,0.1129,
5.4191,0.2451,0.6513,1.7389,0.6,0.3908,1.0434,0.1408,0.1272,
5.4386,0.2583,0.684,1.5741,0.6,0.4104,0.9444,0.1555,0.1404,
5.4577,0.2715,0.7121,1.5099,0.6,0.4272,0.9059,0.1732,0.1521,
5.4783,0.2866,0.744,1.4943,0.6,0.4464,0.8966,0.1918,0.1661,
5.4983,0.3017,0.7728,1.434,0.6,0.4637,0.8604,0.2139,0.1792,
5.5198,0.3187,0.8035,1.2221,0.6,0.4821,0.7332,0.2345,0.1937,
5.5383,0.3338,0.8223,0.8194,0.6,0.4934,0.4916,0.2588,0.2029,
5.5587,0.3507,0.835,0.5266,0.6,0.501,0.316,0.2843,0.2092,
5.5789,0.3677,0.8437,0.591,0.6,0.5062,0.3546,0.311,0.2135,
5.599,0.3847,0.8588,0.4756,0.6,0.5153,0.2854,0.3389,0.2213,
5.6185,0.4017,0.8627,0.0419,0.6,0.5176,0.0252,0.3679,0.2233,
5.6383,0.4186,0.8604,0.1664,0.6,0.5163,0.0998,0.3981,0.2221,
5.6579,0.4356,0.8692,0.1139,0.6,0.5215,0.0683,0.433,0.2266,
5.6796,0.4545,0.8644,-0.268,0.6,0.5187,-0.1608,0.4656,0.2242,
5.6993,0.4714,0.8582,-0.4149,0.6,0.5149,-0.249,0.4994,0.221,
5.7191,0.4884,0.848,-0.6295,0.6,0.5088,-0.3777,0.5343,0.2157,
5.7394,0.5054,0.8329,-0.6856,0.6,0.4998,-0.4114,0.5703,0.2081,
5.7598,0.5223,0.8201,-0.7707,0.6,0.4921,-0.4624,0.6033,0.2018,
5.7784,0.5374,0.8031,-0.8939,0.6,0.4819,-0.5363,0.6415,0.1935,
5.7998,0.5544,0.7844,-0.7959,0.6,0.4706,-0.4775,0.6764,0.1846,
5.8193,0.5695,0.7704,-0.8387,0.6,0.4623,-0.5032,0.7122,0.1781,
5.839,0.5846,0.7515,-1.126,0.6,0.4509,-0.6756,0.7488,0.1694,
5.8595,0.5997,0.725,-1.4517,0.6,0.435,-0.871,0.7816,0.1577,
5.878,0.6129,0.6952,-1.49,0.6,0.4171,-0.894,0.8151,0.145,
5.8975,0.6261,0.6685,-1.4721,0.6,0.4011,-0.8833,0.8492,0.1341,
5.9175,0.6393,0.637,-1.6549,0.6,0.3822,-0.993,0.884,0.1217,
5.939,0.6525,0.5997,-1.5747,0.6,0.3598,-0.9448,0.9143,0.1079,
5.9583,0.6638,0.5724,-1.4894,0.6,0.3435,-0.8937,0.9451,0.0983,
5.9785,0.6751,0.5408,-1.8155,0.6,0.3245,-1.0893,0.9712,0.0877,
5.9965,0.6845,0.5036,-1.7823,0.6,0.3022,-1.0694,1.0029,0.0761,
6.0198,0.6958,0.4687,-1.9364,0.6,0.2812,-1.1619,1.0243,0.0659,
6.0366,0.7034,0.4288,-2.0733,0.6,0.2573,-1.244,1.0513,0.0552,
6.0598,0.7128,0.3877,-2.1715,0.6,0.2326,-1.3029,1.0677,0.0451,
6.0752,0.7185,0.3481,-2.2118,0.6,0.2089,-1.3271,1.0897,0.0364,
6.0982,0.726,0.3055,-2.0161,0.6,0.1833,-1.2097,1.1064,0.028,
6.1182,0.7317,0.2619,-2.3577,0.6,0.1571,-1.4146,1.1175,0.0206,
6.1337,0.7354,0.2226,-2.3601,0.6,0.1336,-1.4161,1.1288,0.0149,
6.1521,0.7392,0.1824,-2.007,0.6,0.1095,-1.2042,1.14,0.01,
6.1761,0.743,0.1385,-3.7458,0.6,0.0831,-2.2475,1.1457,0.0058,
6.1921,0.7449,0.0479,-3.5312,0.6,0.0288,-2.1187,1.14,0.0007,
6.2751,0.743,-0.0683,-2.6072,0.6,-0.041,-1.5643,1.1344,0.0014,
6.2918,0.7411,-0.132,-2.7076,0.6,-0.0792,-1.6245,1.1231,0.0052,
6.3171,0.7373,-0.1725,-1.785,0.6,-0.1035,-1.071,1.1119,0.0089,
6.3366,0.7335,-0.2109,-2.1196,0.6,-0.1266,-1.2718,1.1008,0.0133,
6.3529,0.7298,-0.2479,-2.0689,0.6,-0.1488,-1.2414,1.0842,0.0184,
6.3741,0.7241,-0.2875,-1.6931,0.6,-0.1725,-1.0159,1.0622,0.0248,
6.3986,0.7166,-0.3247,-1.8254,0.6,-0.1948,-1.0953,1.0459,0.0316,
6.4152,0.7109,-0.3601,-1.9431,0.6,-0.2161,-1.1659,1.0243,0.0389,
6.4351,0.7034,-0.395,-1.5986,0.6,-0.237,-0.9592,0.9976,0.0468,
6.4581,0.6939,-0.4282,-1.4505,0.6,-0.2569,-0.8703,0.9712,0.055,
6.4793,0.6845,-0.4591,-1.6858,0.6,-0.2754,-1.0115,0.9451,0.0632,
6.4991,0.6751,-0.497,-1.8991,0.6,-0.2982,-1.1394,0.9194,0.0741,
6.5172,0.6657,-0.5311,-1.4515,0.6,-0.3187,-0.8709,0.889,0.0846,
6.5382,0.6543,-0.5525,-1.1563,0.6,-0.3315,-0.6938,0.8591,0.0916,
6.5583,0.643,-0.5785,-1.3257,0.6,-0.3471,-0.7954,0.8296,0.1004,
6.5773,0.6317,-0.6043,-1.2882,0.6,-0.3626,-0.7729,0.7959,0.1096,
6.5988,0.6185,-0.6305,-1.2147,0.6,-0.3783,-0.7288,0.7628,0.1193,
6.6192,0.6053,-0.6552,-1.0677,0.6,-0.3931,-0.6406,0.7304,0.1288,
6.6391,0.5921,-0.6736,-0.9675,0.6,-0.4042,-0.5805,0.6987,0.1361,
6.6584,0.5789,-0.6931,-0.8052,0.6,-0.4159,-0.4831,0.6632,0.1441,
6.6799,0.5638,-0.706,-0.5715,0.6,-0.4236,-0.3429,0.6329,0.1495,
6.6985,0.5506,-0.7161,-0.5777,0.6,-0.4296,-0.3466,0.5992,0.1538,
6.7194,0.5355,-0.7289,-0.642,0.6,-0.4373,-0.3852,0.5663,0.1594,
