Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
0.6798,0.6845,1.4107,-1.0773,0.6,0.8464,-0.6464,1.0459,0.597,
0.6987,0.7109,1.3887,-1.3576,0.6,0.8332,-0.8146,1.1288,0.5785,
0.7192,0.7392,1.3569,-1.9448,0.6,0.8141,-1.1669,1.2087,0.5524,
0.739,0.7656,1.3106,-2.1082,0.6,0.7863,-1.2649,1.2912,0.5153,
0.7595,0.792,1.2721,-1.9749,0.6,0.7633,-1.185,1.3701,0.4855,
0.779,0.8165,1.2317,-1.9497,0.6,0.739,-1.1698,1.451,0.4551,
0.7993,0.841,1.1946,-2.0596,0.6,0.7168,-1.2358,1.5276,0.4281,
0.8185,0.8637,1.1506,-2.6409,0.6,0.6903,-1.5845,1.6059,0.3971,
0.8387,0.8863,1.0902,-3.0181,0.6,0.6541,-1.8109,1.6792,0.3565,
0.8582,0.907,1.0308,-2.9846,0.6,0.6185,-1.7908,1.754,0.3187,
0.879,0.9278,0.97,-2.894,0.6,0.582,-1.7364,1.8232,0.2823,
0.899,0.9466,0.9127,-3.0809,0.6,0.5476,-1.8486,1.8865,0.2499,
0.9182,0.9636,0.8494,-3.2082,0.6,0.5096,-1.9249,1.9508,0.2164,
0.9391,0.9806,0.7842,-3.3098,0.6,0.4705,-1.9859,2.0087,0.1845,
0.9591,0.9957,0.7142,-3.6301,0.6,0.4285,-2.1781,2.0599,0.153,
0.9787,1.0089,0.6405,-3.9661,0.6,0.3843,-2.3797,2.1042,0.1231,
0.9973,1.0202,0.5629,-3.992,0.6,0.3378,-2.3952,2.149,0.0951,
1.0191,1.0315,0.4798,-4.1295,0.6,0.2879,-2.4777,2.1791,0.0691,
1.0361,1.039,0.4042,-4.4361,0.6,0.2425,-2.6617,2.2093,0.049,
1.0568,1.0466,0.3126,-4.3877,0.6,0.1876,-2.6326,2.2321,0.0293,
1.0785,1.0522,0.2182,-5.607,0.6,0.1309,-3.3642,2.2474,0.0143,
1.0998,1.056,0.072,-5.016,0.6,0.0432,-3.0096,2.2397,0.0016,
1.1551,1.0541,-0.1032,-4.0094,0.6,-0.0619,-2.4057,2.2245,0.0032,
1.1772,1.0503,-0.2104,-4.4253,0.6,-0.1263,-2.6552,2.2017,0.0133,
1.1997,1.0447,-0.3004,-4.4938,0.6,-0.1802,-2.6963,2.1791,0.0271,
1.2159,1.039,-0.3812,-4.1401,0.6,-0.2287,-2.4841,2.1415,0.0436,
1.2388,1.0296,-0.4566,-3.7506,0.6,-0.2739,-2.2503,2.1042,0.0625,
1.2575,1.0202,-0.5353,-3.956,0.6,-0.3212,-2.3736,2.0599,0.0859,
1.2774,1.0089,-0.609,-3.6325,0.6,-0.3654,-2.1795,2.0087,0.1113,
1.2977,0.9957,-0.6813,-3.3869,0.6,-0.4088,-2.0322,1.9508,0.1392,
1.3189,0.9806,-0.7494,-3.3431,0.6,-0.4496,-2.0059,1.8936,0.1685,
1.3381,0.9655,-0.8161,-3.2519,0.6,-0.4897,-1.9511,1.8302,0.1998,
1.3582,0.9485,-0.877,-2.9449,0.6,-0.5262,-1.7669,1.7609,0.2307,
1.3789,0.9297,-0.9362,-2.9172,0.6,-0.5617,-1.7503,1.6927,0.263,
1.3985,0.9108,-0.9945,-3.1902,0.6,-0.5967,-1.9141,1.6191,0.2967,
1.4187,0.8901,-1.0633,-3.1204,0.6,-0.638,-1.8723,1.5405,0.3392,
1.4393,0.8674,-1.1217,-2.5942,0.6,-0.673,-1.5565,1.4636,0.3774,
1.4591,0.8448,-1.1683,-2.2695,0.6,-0.701,-1.3617,1.3824,0.4095,
1.4796,0.8203,-1.2131,-2.2786,0.6,-0.7279,-1.3672,1.3032,0.4415,
1.4995,0.7958,-1.2603,-2.3886,0.6,-0.7562,-1.4331,1.2262,0.4765,
1.5185,0.7713,-1.306,-2.1185,0.6,-0.7836,-1.2711,1.14,0.5117,
1.5399,0.743,-1.3452,-1.5791,0.6,-0.8071,-0.9475,1.0622,0.5428,
1.5592,0.7166,-1.3708,-0.5783,0.6,-0.8225,-0.347,0.9817,0.5638,
1.5798,0.6883,-1.3673,0.17,0.6,-0.8204,0.102,0.9092,0.5609,
1.5992,0.6619,-1.364,-0.5695,0.6,-0.8184,-0.3417,0.8345,0.5581,
1.6199,0.6336,-1.3911,-1.6121,0.6,-0.8346,-0.9673,0.7628,0.5805,
1.6399,0.6053,-1.4294,-1.3274,0.6,-0.8577,-0.7964,0.6942,0.613,
1.6595,0.577,-1.4439,0.3291,0.6,-0.8663,0.1974,0.6287,0.6254,
1.6791,0.5487,-1.4165,1.396,0.6,-0.8499,0.8376,0.5663,0.602,
1.6994,0.5205,-1.3882,0.2044,0.6,-0.8329,0.1226,0.507,0.5781,
1.7198,0.4922,-1.4083,-0.7527,0.6,-0.845,-0.4516,0.4509,0.595,
1.7396,0.4639,-1.4186,0.8494,0.6,-0.8512,0.5096,0.3981,0.6038,
1.7597,0.4356,-1.374,2.3912,0.6,-0.8244,1.4347,0.3516,0.5664,
1.7794,0.4092,-1.3235,2.2372,0.6,-0.7941,1.3423,0.308,0.5255,
1.7996,0.3828,-1.2849,1.3627,0.6,-0.7709,0.8176,0.27,0.4953,
1.819,0.3583,-1.2691,0.5618,0.6,-0.7615,0.3371,0.2319,0.4832,
1.8397,0.3319,-1.2627,1.4199,0.6,-0.7576,0.8519,0.199,0.4783,
1.8593,0.3074,-1.2131,2.8197,0.6,-0.7278,1.6918,0.1709,0.4415,
1.8786,0.2847,-1.1531,3.0544,0.6,-0.6918,1.8326,0.1449,0.3989,
1.8986,0.2621,-1.0931,2.7806,0.6,-0.6558,1.6684,0.1229,0.3584,
1.9182,0.2414,-1.0429,2.0925,0.6,-0.6257,1.2555,0.1027,0.3263,
1.9384,0.2206,-1.0101,1.7688,0.6,-0.606,1.0613,0.0844,0.3061,
1.9593,0.1999,-0.9701,2.3414,0.6,-0.5821,1.4048,0.0692,0.2823,
1.9792,0.181,-0.915,3.0068,0.6,-0.549,1.8041,0.0569,0.2512,
1.9984,0.1641,-0.8527,3.1879,0.6,-0.5116,1.9128,0.0457,0.2181,
2.019,0.1471,-0.7882,3.0954,0.6,-0.4729,1.8572,0.0368,0.1864,
2.0391,0.132,-0.7267,3.3171,0.6,-0.436,1.9903,0.0298,0.1584,
2.0579,0.1188,-0.6595,3.4928,0.6,-0.3957,2.0957,0.0236,0.1305,
2.0793,0.1056,-0.5865,3.7766,0.6,-0.3519,2.266,0.0196,0.1032,
2.0962,0.0962,-0.5165,3.6512,0.6,-0.3099,2.1907,0.0152,0.08,
2.1199,0.0849,-0.4416,3.5508,0.6,-0.265,2.1305,0.0126,0.0585,
2.1386,0.0773,-0.3679,3.8765,0.6,-0.2207,2.3259,0.0109,0.0406,
2.1556,0.0717,-0.3031,3.6001,0.6,-0.1818,2.16,0.0092,0.0276,
2.1762,0.066,-0.2333,3.7042,0.6,-0.14,2.2225,0.0082,0.0163,
2.1962,0.0622,-0.1529,5.5283,0.6,-0.0918,3.317,0.0077,0.007,
2.2126,0.0603,-0.0375,4.7086,0.6,-0.0225,2.8252,0.0082,0.0004,
2.2591,0.0622,0.0732,3.0542,0.6,0.0439,1.8325,0.0087,0.0016,
2.2771,0.0641,0.1403,3.3685,0.6,0.0842,2.0211,0.0097,0.0059,
2.2988,0.0679,0.2056,3.4425,0.6,0.1233,2.0655,0.0109,0.0127,
2.3149,0.0717,0.268,3.2319,0.6,0.1608,1.9391,0.0133,0.0215,
2.3399,0.0792,0.3327,3.1209,0.6,0.1996,1.8726,0.0152,0.0332,
2.3555,0.0849,0.3897,3.1683,0.6,0.2338,1.901,0.0188,0.0456,
2.3782,0.0943,0.4506,3.015,0.6,0.2703,1.809,0.0227,0.0609,
2.3975,0.1037,0.5152,3.0822,0.6,0.3091,1.8493,0.028,0.0796,
2.4183,0.115,0.5738,2.8391,0.6,0.3443,1.7035,0.0337,0.0988,
2.437,0.1263,0.6273,2.7999,0.6,0.3764,1.68,0.0412,0.118,
2.4573,0.1395,0.6829,2.7486,0.6,0.4098,1.6492,0.0505,0.1399,
2.4784,0.1546,0.7411,2.7192,0.6,0.4446,1.6315,0.0608,0.1648,
2.4981,0.1697,0.7939,2.5575,0.6,0.4763,1.5345,0.0736,0.1891,
2.5188,0.1867,0.8443,2.271,0.6,0.5066,1.3626,0.0876,0.2139,
2.5384,0.2037,0.8856,2.044,0.6,0.5314,1.2264,0.1045,0.2353,
2.5592,0.2225,0.9268,2.1989,0.6,0.5561,1.3194,0.1229,0.2577,
2.5791,0.2414,0.9749,2.2351,0.6,0.5849,1.3411,0.1449,0.2851,
2.5998,0.2621,1.0174,1.9296,0.6,0.6104,1.1577,0.1686,0.3105,
2.6199,0.2829,1.0537,1.9185,0.6,0.6322,1.1511,0.1942,0.3331,
2.6392,0.3036,1.0929,1.9269,0.6,0.6558,1.1561,0.2241,0.3583,
2.6595,0.3262,1.1299,1.5628,0.6,0.6779,0.9377,0.2561,0.383,
2.6793,0.3489,1.1557,0.9118,0.6,0.6934,0.5471,0.2902,0.4007,
2.6987,0.3715,1.1658,0.7032,0.6,0.6995,0.4219,0.3294,0.4077,
2.7197,0.396,1.1844,0.9003,0.6,0.7106,0.5402,0.3679,0.4208,
2.7385,0.4186,1.2016,0.5751,0.6,0.7209,0.3451,0.4119,0.4331,
2.7589,0.4431,1.2064,0.1915,0.6,0.7238,0.1149,0.4582,0.4366,
2.7792,0.4677,1.2094,-0.202,0.6,0.7256,-0.1212,0.507,0.4388,
2.7995,0.4922,1.1982,-0.5074,0.6,0.7189,-0.3045,0.5542,0.4307,
2.8185,0.5148,1.1894,-0.4549,0.6,0.7136,-0.2729,0.6075,0.4244,
2.8391,0.5393,1.1802,-0.6689,0.6,0.7081,-0.4013,0.6589,0.4178,
2.8584,0.5619,1.163,-0.793,0.6,0.6978,-0.4758,0.7167,0.4057,
2.8797,0.5865,1.1482,-0.8727,0.6,0.6889,-0.5236,0.7722,0.3955,
2.8995,0.6091,1.1274,-1.242,0.6,0.6764,-0.7452,0.8296,0.3813,
2.9198,0.6317,1.0983,-1.3183,0.6,0.659,-0.791,0.884,0.3619,
2.939,0.6525,1.0752,-1.4212,0.6,0.6451,-0.8527,0.94,0.3468,
2.9584,0.6732,1.0434,-1.6447,0.6,0.626,-0.9868,0.9976,0.3266,
2.9787,0.6939,1.0099,-1.6112,0.6,0.6059,-0.9667,1.0568,0.3059,
2.9995,0.7147,0.9772,-1.7784,0.6,0.5863,-1.0671,1.1119,0.2865,
3.0192,0.7335,0.9381,-2.0534,0.6,0.5629,-1.232,1.1684,0.264,
3.0397,0.7524,0.8946,-2.2523,0.6,0.5368,-1.3514,1.2204,0.2401,
3.0593,0.7694,0.8479,-2.1325,0.6,0.5087,-1.2795,1.2733,0.2157,
3.0797,0.7863,0.8095,-2.237,0.6,0.4857,-1.3422,1.3213,0.1966,
3.0988,0.8014,0.76,-2.5833,0.6,0.456,-1.55,1.3701,0.1733,
3.1195,0.8165,0.7067,-2.5543,0.6,0.424,-1.5326,1.4134,0.1498,
3.1388,0.8297,0.6578,-2.5515,0.6,0.3947,-1.5309,1.4573,0.1298,
3.1597,0.8429,0.6041,-2.5347,0.6,0.3624,-1.5208,1.4954,0.1095,
3.1793,0.8542,0.5551,-2.7781,0.6,0.3331,-1.6669,1.5276,0.0924,
3.1971,0.8637,0.5007,-3.0405,0.6,0.3004,-1.8243,1.56,0.0752,
3.2172,0.8731,0.4399,-3.0372,0.6,0.2639,-1.8223,1.5861,0.058,
3.2354,0.8806,0.3844,-3.1233,0.6,0.2307,-1.874,1.6125,0.0443,
3.2567,0.8882,0.3163,-3.2562,0.6,0.1898,-1.9537,1.6324,0.03,
3.277,0.8938,0.249,-3.4413,0.6,0.1494,-2.0648,1.6457,0.0186,
3.2941,0.8976,0.188,-4.316,0.6,0.1128,-2.5896,1.6591,0.0106,
3.3188,0.9014,0.0629,-3.6511,0.6,0.0377,-2.1907,1.6524,0.0012,
3.3866,0.8995,-0.0888,-3.04,0.6,-0.0533,-1.824,1.6391,0.0024,
3.412,0.8957,-0.1864,-3.4989,0.6,-0.1118,-2.0994,1.6191,0.0104,
3.4371,0.8901,-0.2656,-3.3669,0.6,-0.1594,-2.0201,1.5993,0.0212,
3.4556,0.8844,-0.3318,-3.1636,0.6,-0.1991,-1.8982,1.573,0.033,
3.4767,0.8769,-0.3898,-2.7048,0.6,-0.2339,-1.6229,1.5405,0.0456,
3.4991,0.8674,-0.4494,-2.8026,0.6,-0.2697,-1.6815,1.5083,0.0606,
3.5189,0.858,-0.5077,-2.8335,0.6,-0.3046,-1.7001,1.47,0.0773,
3.5398,0.8467,-0.5646,-2.6659,0.6,-0.3388,-1.5996,1.4321,0.0956,
3.559,0.8354,-0.6147,-2.5037,0.6,-0.3688,-1.5022,1.3885,0.1133,
3.5796,0.8222,-0.6641,-2.4022,0.6,-0.3985,-1.4413,1.3456,0.1323,
3.5988,0.809,-0.7103,-2.2565,0.6,-0.4262,-1.3539,1.2972,0.1513,
3.6194,0.7939,-0.7537,-2.0842,0.6,-0.4522,-1.2505,1.2497,0.1704,
3.6389,0.7788,-0.7939,-2.0284,0.6,-0.4763,-1.217,1.1972,0.1891,
3.6598,0.7618,-0.8356,-2.0306,0.6,-0.5014,-1.2184,1.1457,0.2095,
3.6795,0.7449,-0.8763,-1.9962,0.6,-0.5258,-1.1977,1.0953,0.2304,
3.6985,0.7279,-0.9129,-1.8178,0.6,-0.5477,-1.0907,1.0405,0.25,
3.7188,0.709,-0.9476,-1.7393,0.6,-0.5685,-1.0436,0.987,0.2694,
3.7383,0.6902,-0.9821,-1.5529,0.6,-0.5892,-0.9317,0.9297,0.2893,
3.7591,0.6694,-1.0099,-1.3555,0.6,-0.6059,-0.8133,0.874,0.3059,
3.7794,0.6487,-1.0378,-1.6009,0.6,-0.6227,-0.9605,0.8199,0.3231,
3.7991,0.6279,-1.0738,-1.6021,0.6,-0.6443,-0.9613,0.7628,0.3459,
3.8198,0.6053,-1.1023,-1.2717,0.6,-0.6614,-0.763,0.7122,0.3645,
3.8384,0.5846,-1.124,-0.9158,0.6,-0.6744,-0.5495,0.6589,0.379,
3.8584,0.5619,-1.1373,-0.4069,0.6,-0.6824,-0.2442,0.6033,0.388,
3.8799,0.5374,-1.1405,0.1175,0.6,-0.6843,0.0705,0.5542,0.3902,
3.8997,0.5148,-1.1329,-0.017,0.6,-0.6797,-0.0102,0.507,0.385,
3.9198,0.4922,-1.1413,-0.4998,0.6,-0.6848,-0.2999,0.4619,0.3907,
3.9394,0.4695,-1.1527,0.2092,0.6,-0.6916,0.1255,0.4188,0.3986,
3.9591,0.4469,-1.133,1.2896,0.6,-0.6798,0.7738,0.3778,0.3851,
3.9793,0.4243,-1.1011,1.5422,0.6,-0.6606,0.9253,0.342,0.3637,
3.9985,0.4035,-1.0722,1.3817,0.6,-0.6433,0.829,0.305,0.3449,
4.0198,0.3809,-1.0454,1.1192,0.6,-0.6273,0.6715,0.2728,0.3279,
4.0399,0.3602,-1.0257,0.6252,0.6,-0.6154,0.3751,0.2452,0.3156,
4.0584,0.3413,-1.0207,0.6573,0.6,-0.6124,0.3944,0.2164,0.3125,
4.0787,0.3206,-0.9995,1.7942,0.6,-0.5997,1.0765,0.1918,0.2997,
4.098,0.3017,-0.9504,2.5343,0.6,-0.5703,1.5206,0.1686,0.271,
4.1184,0.2829,-0.8989,2.5535,0.6,-0.5394,1.5321,0.1491,0.2424,
4.1378,0.2659,-0.8488,2.3758,0.6,-0.5093,1.4255,0.1307,0.2161,
4.1585,0.2489,-0.8039,1.8996,0.6,-0.4823,1.1398,0.1154,0.1939,
4.1777,0.2338,-0.7726,1.6342,0.6,-0.4636,0.9805,0.101,0.1791,
4.1976,0.2187,-0.74,1.8047,0.6,-0.444,1.0828,0.0876,0.1643,
4.2184,0.2037,-0.699,2.1728,0.6,-0.4194,1.3037,0.0766,0.1466,
4.2379,0.1905,-0.6527,2.3896,0.6,-0.3916,1.4337,0.0664,0.1278,
4.2589,0.1773,-0.6022,2.619,0.6,-0.3613,1.5714,0.0582,0.1088,
4.2787,0.1659,-0.5461,2.9963,0.6,-0.3277,1.7978,0.0518,0.0895,
4.2969,0.1565,-0.4886,3.0061,0.6,-0.2932,1.8037,0.0457,0.0716,
4.3173,0.1471,-0.4304,3.1238,0.6,-0.2582,1.8743,0.0412,0.0556,
4.3363,0.1395,-0.3659,2.9363,0.6,-0.2196,1.7618,0.0368,0.0402,
4.3589,0.132,-0.3099,2.6809,0.6,-0.1859,1.6085,0.0337,0.0288,
4.3787,0.1263,-0.2528,3.4419,0.6,-0.1517,2.0652,0.0318,0.0192,
4.3957,0.1226,-0.1848,3.16,0.6,-0.1109,1.896,0.0308,0.0102,
4.4082,0.1207,-0.1558,2.9709,0.6,-0.0935,1.7826,0.0298,0.0073,
4.4201,0.1188,-0.1127,3.9943,0.6,-0.0676,2.3966,0.0289,0.0038,
4.449,0.1169,0.0135,4.0395,0.6,0.0081,2.4237,0.0298,0.0001,
4.4695,0.1188,0.0896,2.273,0.6,0.0538,1.3638,0.0318,0.0024,
4.5134,0.1226,0.1262,1.881,0.6,0.0757,1.1286,0.0337,0.0048,
4.5357,0.1263,0.1915,2.7956,0.6,0.1149,1.6773,0.0358,0.011,
4.5532,0.1301,0.2381,2.4905,0.6,0.1429,1.4943,0.039,0.017,
4.5752,0.1358,0.2891,2.4059,0.6,0.1735,1.4435,0.0434,0.0251,
4.5987,0.1433,0.3477,2.3978,0.6,0.2086,1.4387,0.0481,0.0363,
4.6189,0.1509,0.3942,2.2801,0.6,0.2365,1.3681,0.053,0.0466,
4.6371,0.1584,0.4353,2.2999,0.6,0.2612,1.3799,0.0595,0.0568,
4.6576,0.1678,0.4833,2.3392,0.6,0.29,1.4035,0.0664,0.0701,
4.6763,0.1773,0.527,2.1177,0.6,0.3162,1.2706,0.0751,0.0833,
4.697,0.1886,0.5663,1.8582,0.6,0.3398,1.1149,0.086,0.0962,
4.7195,0.2018,0.6072,1.8811,0.6,0.3643,1.1287,0.0958,0.1106,
4.7375,0.2131,0.6422,1.8603,0.6,0.3853,1.1162,0.1081,0.1237,
4.7576,0.2263,0.6779,1.7307,0.6,0.4067,1.0384,0.1229,0.1379,
4.7792,0.2414,0.7143,1.7363,0.6,0.4286,1.0418,0.1387,0.1531,
4.7999,0.2565,0.7513,1.8989,0.6,0.4508,1.1393,0.1555,0.1694,
4.8193,0.2715,0.7903,1.81,0.6,0.4742,1.086,0.1732,0.1874,
4.838,0.2866,0.8204,1.5377,0.6,0.4922,0.9226,0.1942,0.2019,
4.8584,0.3036,0.8503,1.4165,0.6,0.5102,0.8499,0.2164,0.2169,
4.878,0.3206,0.8771,1.2214,0.6,0.5262,0.7328,0.2425,0.2308,
4.8992,0.3394,0.8999,1.0474,0.6,0.54,0.6284,0.27,0.243,
4.9199,0.3583,0.921,0.8785,0.6,0.5526,0.5271,0.296,0.2545,
4.9382,0.3753,0.9345,0.5689,0.6,0.5607,0.3413,0.3263,0.262,
4.9582,0.3941,0.9425,0.3175,0.6,0.5655,0.1905,0.3581,0.2665,
4.9782,0.413,0.9472,0.2892,0.6,0.5683,0.1735,0.3913,0.2692,
4.998,0.4318,0.954,0.1717,0.6,0.5724,0.103,0.4294,0.273,
5.0197,0.4526,0.954,-0.1717,0.6,0.5724,-0.103,0.4656,0.273,
5.0395,0.4714,0.9472,-0.4067,0.6,0.5683,-0.244,0.5032,0.2692,
5.0595,0.4903,0.9378,-0.4949,0.6,0.5627,-0.2969,0.5422,0.2639,
5.0797,0.5091,0.9273,-0.5588,0.6,0.5564,-0.3353,0.5785,0.258,
5.0981,0.5261,0.9163,-0.8254,0.6,0.5498,-0.4952,0.6202,0.2519,
5.1189,0.545,0.8944,-1.016,0.6,0.5367,-0.6096,0.6589,0.24,
5.1381,0.5619,0.8756,-0.7891,0.6,0.5254,-0.4735,0.7032,0.23,
5.1598,0.5808,0.8626,-0.8171,0.6,0.5176,-0.4903,0.7442,0.2232,
5.1797,0.5978,0.842,-1.405,0.6,0.5052,-0.843,0.7816,0.2127,
5.1979,0.6129,0.8097,-1.7145,0.6,0.4858,-1.0287,0.8248,0.1967,
5.2193,0.6298,0.7743,-1.5859,0.6,0.4646,-0.9515,0.864,0.1798,
5.2392,0.6449,0.7441,-1.3047,0.6,0.4465,-0.7828,0.9042,0.1661,
5.2599,0.66,0.7215,-1.5729,0.6,0.4329,-0.9438,0.94,0.1562,
5.2784,0.6732,0.6835,-2.1161,0.6,0.4101,-1.2697,0.9764,0.1401,
5.2986,0.6864,0.6395,-1.8569,0.6,0.3837,-1.1141,1.0136,0.1227,
5.3197,0.6996,0.6071,-1.8745,0.6,0.3642,-1.1247,1.0459,0.1106,
5.3389,0.7109,0.5646,-2.0374,0.6,0.3388,-1.2224,1.0787,0.0956,
5.3598,0.7222,0.5257,-2.0032,0.6,0.3154,-1.2019,1.1064,0.0829,
5.3784,0.7317,0.4858,-2.2834,0.6,0.2915,-1.37,1.1344,0.0708,
5.3988,0.7411,0.4364,-2.3976,0.6,0.2619,-1.4386,1.157,0.0571,
5.417,0.7486,0.3932,-2.4085,0.6,0.2359,-1.4451,1.1799,0.0464,
5.4373,0.7562,0.3436,-2.4898,0.6,0.2062,-1.4939,1.1972,0.0354,
5.4552,0.7618,0.2982,-2.2582,0.6,0.1789,-1.3549,1.2145,0.0267,
5.4753,0.7675,0.2584,-2.5177,0.6,0.155,-1.5106,1.2262,0.02,
5.4916,0.7713,0.2086,-2.7963,0.6,0.1252,-1.6778,1.2379,0.0131,
5.5117,0.775,0.1576,-2.5169,0.6,0.0945,-1.5102,1.2438,0.0074,
5.5262,0.7769,0.1214,-3.5983,0.6,0.0728,-2.159,1.2497,0.0044,
5.5432,0.7788,0.0415,-3.1803,0.6,0.0249,-1.9082,1.2438,0.0005,
5.6092,0.7769,-0.0681,-2.5054,0.6,-0.0408,-1.5033,1.2379,0.0014,
5.6269,0.775,-0.1274,-2.6771,0.6,-0.0764,-1.6063,1.2262,0.0049,
5.652,0.7713,-0.1777,-2.0823,0.6,-0.1066,-1.2494,1.2087,0.0095,
5.6794,0.7656,-0.2369,-2.7726,0.6,-0.1421,-1.6636,1.1972,0.0168,
5.6937,0.7618,-0.2853,-2.6699,0.6,-0.1712,-1.602,1.1741,0.0244,
5.7183,0.7543,-0.3334,-2.1229,0.6,-0.2,-1.2737,1.1513,0.0333,
5.7393,0.7467,-0.3815,-2.2335,0.6,-0.2289,-1.3401,1.1288,0.0437,
5.758,0.7392,-0.4222,-2.1047,0.6,-0.2533,-1.2628,1.1008,0.0535,
5.7792,0.7298,-0.4653,-1.9524,0.6,-0.2792,-1.1714,1.0732,0.0649,
5.7987,0.7203,-0.5018,-1.7793,0.6,-0.3011,-1.0676,1.0459,0.0756,
5.8169,0.7109,-0.5325,-1.7269,0.6,-0.3195,-1.0361,1.0136,0.0851,
5.8375,0.6996,-0.5689,-1.6156,0.6,-0.3413,-0.9694,0.9764,0.0971,
5.8599,0.6864,-0.6017,-1.6941,0.6,-0.361,-1.0165,0.9451,0.1086,
5.8783,0.6751,-0.6371,-1.702,0.6,-0.3822,-1.0212,0.9092,0.1218,
5.8983,0.6619,-0.6667,-1.3216,0.6,-0.4,-0.793,0.874,0.1334,
5.9179,0.6487,-0.6895,-1.32,0.6,-0.4137,-0.792,0.8345,0.1426,
5.9393,0.6336,-0.7211,-1.4798,0.6,-0.4327,-0.8879,0.7959,0.156,
5.9598,0.6185,-0.7515,-1.48,0.6,-0.4509,-0.888,0.7581,0.1694,
5.9795,0.6034,-0.7806,-1.1912,0.6,-0.4684,-0.7147,0.7213,0.1828,
5.9985,0.5883,-0.7978,-0.8128,0.6,-0.4787,-0.4877,0.6808,0.191,
6.0196,0.5714,-0.813,-0.8602,0.6,-0.4878,-0.5161,0.6458,0.1983,
6.0379,0.5563,-0.8313,-1.0197,0.6,-0.4988,-0.6118,0.6075,0.2073,
6.0582,0.5393,-0.8524,-0.8896,0.6,-0.5114,-0.5338,0.5703,0.218,
6.0778,0.5223,-0.8669,-0.4713,0.6,-0.5201,-0.2828,0.5303,0.2254,
6.0995,0.5035,-0.8713,-0.5292,0.6,-0.5228,-0.3175,0.4955,0.2278,
6.1189,0.4865,-0.8879,-0.621,0.6,-0.5327,-0.3726,0.4619,0.2365,
6.1378,0.4695,-0.8952,-0.2524,0.6,-0.5371,-0.1514,0.4259,0.2404,
6.1589,0.4507,-0.8977,-0.0401,0.6,-0.5386,-0.0241,0.3913,0.2417,
6.1798,0.4318,-0.8969,0.4481,0.6,-0.5381,0.2689,0.3613,0.2413,
