Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
6.1595,0.5431,-0.8195,-1.041,0.6,-0.4917,-0.6246,0.5785,0.2015,
6.1799,0.5261,-0.8408,-0.7664,0.6,-0.5045,-0.4599,0.5462,0.2121,
6.1977,0.511,-0.8495,-0.4095,0.6,-0.5097,-0.2457,0.507,0.2165,
6.2198,0.4922,-0.8568,-0.32,0.6,-0.5141,-0.192,0.473,0.2202,
6.2395,0.4752,-0.8629,0.3832,0.6,-0.5178,0.2299,0.4401,0.2234,
6.2592,0.4582,-0.8417,1.1594,0.6,-0.505,0.6957,0.4084,0.2125,
6.2798,0.4413,-0.8161,0.8687,0.6,-0.4897,0.5212,0.3812,0.1998,
6.2984,0.4262,-0.8069,0.4997,0.6,-0.4841,0.2998,0.3516,0.1953,
6.3196,0.4092,-0.7962,0.289,0.6,-0.4777,0.1734,0.3263,0.1902,
6.3387,0.3941,-0.7948,0.2404,0.6,-0.4769,0.1442,0.302,0.1895,
6.3576,0.379,-0.7871,0.7932,0.6,-0.4723,0.4759,0.2757,0.1859,
6.3794,0.3621,-0.7614,1.3543,0.6,-0.4568,0.8126,0.2533,0.1739,
6.3996,0.347,-0.7305,1.6243,0.6,-0.4383,0.9746,0.2345,0.1601,
6.4181,0.3338,-0.6987,1.6781,0.6,-0.4192,1.0069,0.2164,0.1465,
6.4374,0.3206,-0.6671,1.8187,0.6,-0.4003,1.0912,0.199,0.1335,
6.4577,0.3074,-0.6265,1.8082,0.6,-0.3759,1.0849,0.1824,0.1177,
6.4796,0.2942,-0.5911,1.4544,0.6,-0.3547,0.8726,0.1686,0.1048,
6.4991,0.2829,-0.5659,1.6025,0.6,-0.3395,0.9615,0.1576,0.0961,
6.5163,0.2734,-0.533,1.7268,0.6,-0.3198,1.0361,0.1449,0.0852,
6.5383,0.2621,-0.4991,1.4509,0.6,-0.2995,0.8705,0.1347,0.0747,
6.5577,0.2527,-0.4727,1.4451,0.6,-0.2836,0.8671,0.1248,0.067,
6.5781,0.2433,-0.4415,1.8508,0.6,-0.2649,1.1105,0.1172,0.0585,
6.5961,0.2357,-0.4024,2.104,0.6,-0.2415,1.2624,0.1099,0.0486,
6.6157,0.2282,-0.3625,1.9728,0.6,-0.2175,1.1837,0.1027,0.0394,
6.6379,0.2206,-0.3201,2.1225,0.6,-0.1921,1.2735,0.0976,0.0307,
6.6567,0.215,-0.2762,2.1497,0.6,-0.1657,1.2898,0.0925,0.0229,
6.6791,0.2093,-0.2322,2.2556,0.6,-0.1393,1.3534,0.0892,0.0162,
6.6972,0.2055,-0.1861,3.0618,0.6,-0.1116,1.8371,0.0876,0.0104,
6.7083,0.2037,-0.1464,2.6543,0.6,-0.0878,1.5926,0.0844,0.0064,
6.7374,0.1999,-0.096,2.5294,0.6,-0.0576,1.5176,0.0828,0.0028,
6.7683,0.198,0.0068,2.8255,0.6,0.0041,1.6953,0.0844,0,
6.7936,0.1999,0.0656,1.3331,0.6,0.0393,0.7999,0.086,0.0013,
6.8275,0.2018,0.0772,1.2074,0.6,0.0463,0.7244,0.0876,0.0018,
6.8468,0.2037,0.1172,1.7881,0.6,0.0703,1.0729,0.0908,0.0041,
6.874,0.2074,0.1581,1.6689,0.6,0.0948,1.0013,0.0942,0.0075,
6.8951,0.2112,0.1968,1.7626,0.6,0.1181,1.0575,0.0976,0.0116,
6.9129,0.215,0.2269,1.5987,0.6,0.1361,0.9592,0.1027,0.0154,
6.9362,0.2206,0.262,1.507,0.6,0.1572,0.9042,0.1081,0.0206,
6.9563,0.2263,0.2923,1.5441,0.6,0.1754,0.9264,0.1135,0.0256,
6.9749,0.2319,0.3217,1.4998,0.6,0.193,0.8999,0.121,0.031,
6.9971,0.2395,0.3532,1.4085,0.6,0.2119,0.8451,0.1287,0.0374,
7.0177,0.247,0.382,1.4069,0.6,0.2292,0.8442,0.1367,0.0438,
7.0367,0.2546,0.4089,1.359,0.6,0.2453,0.8154,0.147,0.0502,
7.0592,0.264,0.4382,1.3487,0.6,0.2629,0.8092,0.1576,0.0576,
7.0797,0.2734,0.4668,1.2476,0.6,0.2801,0.7485,0.1686,0.0654,
7.0997,0.2829,0.4888,1.2612,0.6,0.2933,0.7567,0.18,0.0717,
7.1184,0.2923,0.5154,1.1131,0.6,0.3092,0.6679,0.1942,0.0797,
7.1398,0.3036,0.5326,1.0104,0.6,0.3196,0.6063,0.2064,0.0851,
7.1573,0.313,0.5539,1.2677,0.6,0.3324,0.7606,0.2215,0.092,
7.1771,0.3243,0.58,1.1301,0.6,0.348,0.678,0.2398,0.1009,
7.1995,0.3375,0.6011,0.9575,0.6,0.3607,0.5745,0.2561,0.1084,
7.2181,0.3489,0.6192,0.8183,0.6,0.3715,0.491,0.2757,0.115,
7.2392,0.3621,0.6332,0.6206,0.6,0.3799,0.3724,0.296,0.1203,
7.2598,0.3753,0.6451,0.4699,0.6,0.3871,0.2819,0.314,0.1248,
7.2772,0.3866,0.6514,0.3964,0.6,0.3909,0.2378,0.3357,0.1273,
7.2974,0.3998,0.6601,0.4376,0.6,0.396,0.2625,0.3581,0.1307,
7.3172,0.413,0.6689,0.2222,0.6,0.4013,0.1333,0.3845,0.1342,
7.3397,0.4281,0.6689,0.2071,0.6,0.4013,0.1242,0.4084,0.1342,
7.3595,0.4413,0.6771,0.3399,0.6,0.4062,0.2039,0.433,0.1375,
7.3787,0.4545,0.6822,-0.0467,0.6,0.4093,-0.028,0.4582,0.1396,
7.3982,0.4677,0.6752,-0.2229,0.6,0.4051,-0.1337,0.4842,0.1368,
7.4178,0.4809,0.6735,-0.2577,0.6,0.4041,-0.1546,0.5109,0.1361,
7.4374,0.4941,0.6651,-0.5824,0.6,0.3991,-0.3495,0.5382,0.1327,
7.4575,0.5073,0.6503,-0.6365,0.6,0.3902,-0.3819,0.5663,0.1269,
7.478,0.5205,0.6393,-0.6265,0.6,0.3836,-0.3759,0.595,0.1226,
7.4988,0.5337,0.6244,-0.975,0.6,0.3746,-0.585,0.6202,0.117,
7.5172,0.545,0.6017,-1.07,0.6,0.361,-0.642,0.6502,0.1086,
7.5396,0.5582,0.5814,-0.8313,0.6,0.3489,-0.4988,0.6764,0.1014,
7.5593,0.5695,0.5665,-0.7915,0.6,0.3399,-0.4749,0.7032,0.0963,
7.5795,0.5808,0.5498,-1.0714,0.6,0.3299,-0.6428,0.7258,0.0907,
7.5969,0.5902,0.5269,-1.2035,0.6,0.3162,-0.7221,0.7535,0.0833,
7.6189,0.6015,0.5029,-1.2009,0.6,0.3018,-0.7205,0.7769,0.0759,
7.6382,0.611,0.4776,-1.3771,0.6,0.2866,-0.8263,0.8007,0.0684,
7.6585,0.6204,0.4483,-1.4442,0.6,0.269,-0.8665,0.8199,0.0603,
7.6758,0.6279,0.4233,-1.3986,0.6,0.254,-0.8392,0.8443,0.0538,
7.6988,0.6374,0.3922,-1.4335,0.6,0.2353,-0.8601,0.864,0.0461,
7.719,0.6449,0.3616,-1.6247,0.6,0.2169,-0.9748,0.879,0.0392,
7.7352,0.6506,0.3335,-1.6719,0.6,0.2001,-1.0031,0.8991,0.0334,
7.759,0.6581,0.2952,-1.7273,0.6,0.1771,-1.0364,0.9143,0.0262,
7.7797,0.6638,0.257,-1.8195,0.6,0.1542,-1.0917,0.9245,0.0198,
7.7952,0.6675,0.2292,-1.68,0.6,0.1375,-1.008,0.9348,0.0158,
7.8125,0.6713,0.2021,-1.6959,0.6,0.1212,-1.0175,0.9451,0.0122,
7.8331,0.6751,0.1645,-1.5913,0.6,0.0987,-0.9548,0.9555,0.0081,
7.8594,0.6789,0.1288,-2.012,0.6,0.0773,-1.2072,0.9607,0.005,
7.8753,0.6807,0.0864,-2.5731,0.6,0.0518,-1.5439,0.966,0.0022,
7.9072,0.6826,0.0073,-2.0341,0.6,0.0044,-1.2205,0.9607,0,
7.9495,0.6807,-0.0599,-1.183,0.6,-0.0359,-0.7098,0.9503,0.0011,
7.9989,0.677,-0.0983,-1.7797,0.6,-0.059,-1.0678,0.9451,0.0029,
8.0145,0.6751,-0.1417,-2.1804,0.6,-0.085,-1.3082,0.9348,0.006,
8.038,0.6713,-0.1788,-1.511,0.6,-0.1073,-0.9066,0.9245,0.0096,
8.0574,0.6675,-0.2068,-1.6334,0.6,-0.1241,-0.98,0.9143,0.0128,
8.0744,0.6638,-0.2378,-1.6018,0.6,-0.1427,-0.9611,0.8991,0.017,
8.0965,0.6581,-0.2683,-1.4637,0.6,-0.161,-0.8782,0.884,0.0216,
8.1166,0.6525,-0.2994,-1.6276,0.6,-0.1796,-0.9765,0.869,0.0269,
8.1344,0.6468,-0.3298,-1.4241,0.6,-0.1979,-0.8544,0.8492,0.0326,
8.1565,0.6393,-0.355,-1.2457,0.6,-0.213,-0.7474,0.8296,0.0378,
8.177,0.6317,-0.3827,-1.3782,0.6,-0.2296,-0.8269,0.8103,0.0439,
8.196,0.6242,-0.4094,-1.2941,0.6,-0.2457,-0.7765,0.7864,0.0503,
8.2184,0.6147,-0.4359,-1.1082,0.6,-0.2615,-0.6649,0.7628,0.057,
8.2394,0.6053,-0.4576,-1.0391,0.6,-0.2746,-0.6234,0.7396,0.0628,
8.2595,0.5959,-0.4786,-1.0146,0.6,-0.2872,-0.6087,0.7167,0.0687,
8.2787,0.5865,-0.4975,-1.0028,0.6,-0.2985,-0.6017,0.6942,0.0742,
8.2975,0.577,-0.5167,-0.9849,0.6,-0.31,-0.591,0.6676,0.0801,
8.3189,0.5657,-0.537,-0.8197,0.6,-0.3222,-0.4918,0.6415,0.0865,
8.3396,0.5544,-0.5513,-0.7592,0.6,-0.3308,-0.4555,0.6159,0.0912,
8.3599,0.5431,-0.5681,-0.8215,0.6,-0.3408,-0.4929,0.5909,0.0968,
8.3794,0.5318,-0.584,-0.8009,0.6,-0.3504,-0.4806,0.5663,0.1023,
8.3986,0.5205,-0.5991,-0.7328,0.6,-0.3595,-0.4397,0.5422,0.1077,
8.4173,0.5091,-0.6118,-0.5093,0.6,-0.3671,-0.3056,0.5147,0.1123,
8.4388,0.4959,-0.6191,-0.2913,0.6,-0.3715,-0.1748,0.4918,0.115,
8.4569,0.4846,-0.6235,-0.1357,0.6,-0.3741,-0.0814,0.4656,0.1166,
8.4781,0.4714,-0.6241,-0.1587,0.6,-0.3745,-0.0952,0.4401,0.1169,
8.4992,0.4582,-0.6302,-0.1024,0.6,-0.3781,-0.0614,0.4188,0.1192,
8.517,0.4469,-0.6287,0.2874,0.6,-0.3772,0.1725,0.3947,0.1186,
8.5382,0.4337,-0.6183,0.5709,0.6,-0.371,0.3425,0.3712,0.1147,
8.5597,0.4205,-0.6043,0.7782,0.6,-0.3626,0.4669,0.3516,0.1096,
8.5787,0.4092,-0.5871,0.609,0.6,-0.3523,0.3654,0.3326,0.1034,
8.5982,0.3979,-0.581,0.2337,0.6,-0.3486,0.1402,0.314,0.1013,
8.6176,0.3866,-0.578,0.3413,0.6,-0.3468,0.2048,0.296,0.1002,
8.6373,0.3753,-0.5676,0.6704,0.6,-0.3406,0.4022,0.2786,0.0966,
8.6576,0.3639,-0.5511,1.0452,0.6,-0.3307,0.6271,0.2616,0.0911,
8.6785,0.3526,-0.5244,1.4306,0.6,-0.3146,0.8584,0.2479,0.0825,
8.697,0.3432,-0.4951,1.4227,0.6,-0.297,0.8536,0.2345,0.0735,
8.7165,0.3338,-0.4705,1.2926,0.6,-0.2823,0.7756,0.2215,0.0664,
8.7372,0.3243,-0.4431,1.3914,0.6,-0.2659,0.8348,0.2089,0.0589,
8.7592,0.3149,-0.411,1.4243,0.6,-0.2466,0.8546,0.199,0.0507,
8.7782,0.3074,-0.3846,1.6159,0.6,-0.2307,0.9696,0.1894,0.0444,
8.7985,0.2998,-0.3472,1.6698,0.6,-0.2083,1.0019,0.1824,0.0362,
8.816,0.2942,-0.321,1.4096,0.6,-0.1926,0.8458,0.1754,0.0309,
8.8337,0.2885,-0.2976,1.4854,0.6,-0.1786,0.8912,0.1686,0.0266,
8.8542,0.2829,-0.2638,1.4628,0.6,-0.1583,0.8777,0.162,0.0209,
8.8766,0.2772,-0.2352,1.6782,0.6,-0.1411,1.0069,0.1576,0.0166,
8.8942,0.2734,-0.1986,1.851,0.6,-0.1192,1.1106,0.1533,0.0118,
8.9146,0.2697,-0.1655,1.9373,0.6,-0.0993,1.1624,0.1512,0.0082,
8.9273,0.2678,-0.1369,1.6668,0.6,-0.0821,1.0001,0.147,0.0056,
8.9579,0.264,-0.1038,2.1702,0.6,-0.0623,1.3021,0.1449,0.0032,
8.9807,0.2621,-0.0295,2.1173,0.6,-0.0177,1.2704,0.147,0.0003,
9.0591,0.264,0.047,1.0945,0.6,0.0282,0.6567,0.1491,0.0007,
9.0863,0.2659,0.08,1.2251,0.6,0.048,0.7351,0.1512,0.0019,
9.1074,0.2678,0.1061,1.2505,0.6,0.0636,0.7503,0.1555,0.0034,
9.1377,0.2715,0.1444,1.6583,0.6,0.0866,0.995,0.1576,0.0063,
9.1491,0.2734,0.1678,1.3174,0.6,0.1007,0.7905,0.162,0.0084,
9.1716,0.2772,0.1809,0.8698,0.6,0.1085,0.5219,0.1664,0.0098,
9.1913,0.281,0.2037,1.0499,0.6,0.1222,0.63,0.1732,0.0125,
9.2174,0.2866,0.2283,1.398,0.6,0.137,0.8388,0.1777,0.0156,
9.2331,0.2904,0.2574,1.2521,0.6,0.1544,0.7513,0.1847,0.0199,
9.254,0.2961,0.271,0.7917,0.6,0.1626,0.475,0.1918,0.022,
9.2748,0.3017,0.2904,1.1016,0.6,0.1742,0.661,0.2015,0.0253,
9.2992,0.3093,0.3214,1.0938,0.6,0.1929,0.6563,0.2089,0.031,
9.3161,0.3149,0.3369,0.7874,0.6,0.2021,0.4724,0.2189,0.034,
9.3383,0.3225,0.3515,0.7207,0.6,0.2109,0.4324,0.2293,0.0371,
9.3591,0.33,0.3678,0.8318,0.6,0.2207,0.4991,0.2398,0.0406,
9.3791,0.3375,0.3854,0.8072,0.6,0.2312,0.4843,0.2506,0.0446,
9.3983,0.3451,0.3995,0.7731,0.6,0.2397,0.4639,0.2616,0.0479,
9.4169,0.3526,0.4146,0.6638,0.6,0.2488,0.3983,0.2757,0.0516,
9.4392,0.3621,0.4261,0.4738,0.6,0.2556,0.2843,0.2872,0.0545,
9.4568,0.3696,0.4337,0.4999,0.6,0.2602,0.3,0.302,0.0564,
9.4781,0.379,0.4458,0.4618,0.6,0.2675,0.2771,0.3171,0.0596,
9.4992,0.3885,0.4533,0.2967,0.6,0.272,0.178,0.3326,0.0616,
9.5198,0.3979,0.4582,0.1926,0.6,0.2749,0.1155,0.3452,0.063,
9.5361,0.4054,0.4606,0.195,0.6,0.2764,0.117,0.3613,0.0637,
9.5567,0.4149,0.4656,0.1164,0.6,0.2793,0.0698,0.3778,0.065,
9.5767,0.4243,0.4654,0.1739,0.6,0.2792,0.1044,0.3947,0.065,
9.5971,0.4337,0.4727,0.2408,0.6,0.2836,0.1445,0.4119,0.067,
9.6165,0.4431,0.4751,-0.144,0.6,0.2851,-0.0864,0.4294,0.0677,
9.6369,0.4526,0.4667,-0.2681,0.6,0.28,-0.1608,0.4473,0.0653,
9.657,0.462,0.4642,-0.1406,0.6,0.2785,-0.0844,0.4656,0.0647,
9.6774,0.4714,0.461,-0.2386,0.6,0.2766,-0.1432,0.4842,0.0637,
9.698,0.4809,0.4544,-0.3983,0.6,0.2726,-0.239,0.5032,0.0619,
9.719,0.4903,0.4444,-0.4704,0.6,0.2666,-0.2823,0.5186,0.0592,
9.736,0.4978,0.4365,-0.5369,0.6,0.2619,-0.3221,0.5382,0.0572,
9.758,0.5073,0.4231,-0.7438,0.6,0.2539,-0.4463,0.5542,0.0537,
9.7761,0.5148,0.4072,-0.7009,0.6,0.2443,-0.4206,0.5744,0.0497,
9.7996,0.5242,0.3949,-0.7002,0.6,0.2369,-0.4201,0.5909,0.0468,
9.8191,0.5318,0.3778,-0.736,0.6,0.2267,-0.4416,0.6075,0.0428,
9.8396,0.5393,0.3656,-0.8424,0.6,0.2194,-0.5055,0.6202,0.0401,
9.8552,0.545,0.3486,-1.1024,0.6,0.2092,-0.6614,0.6372,0.0365,
9.8778,0.5525,0.3234,-0.9829,0.6,0.194,-0.5898,0.6502,0.0314,
9.8959,0.5582,0.308,-0.9926,0.6,0.1848,-0.5956,0.6632,0.0285,
9.9145,0.5638,0.2869,-0.9787,0.6,0.1721,-0.5872,0.6764,0.0247,
9.9354,0.5695,0.2697,-0.8305,0.6,0.1618,-0.4983,0.6897,0.0218,
9.9564,0.5751,0.2521,-1.2128,0.6,0.1512,-0.7277,0.6987,0.0191,
9.9724,0.5789,0.2267,-1.4415,0.6,0.136,-0.8649,0.7077,0.0154,
9.99,0.5827,0.2039,-1.3245,0.6,0.1223,-0.7947,0.7167,0.0125,
10.0098,0.5865,0.1771,-1.214,0.6,0.1063,-0.7284,0.7258,0.0094,
10.0326,0.5902,0.1526,-1.3643,0.6,0.0915,-0.8186,0.7304,0.007,
10.0459,0.5921,0.1306,-1.313,0.6,0.0784,-0.7878,0.7396,0.0051,
10.078,0.5959,0.0994,-1.933,0.6,0.0597,-1.1598,0.7442,0.003,
10.1016,0.5978,0.0311,-1.8222,0.6,0.0187,-1.0933,0.7396,0.0003,
10.2057,0.5959,-0.047,-1.2217,0.6,-0.0282,-0.733,0.735,0.0007,
10.2308,0.594,-0.0895,-1.5395,0.6,-0.0537,-0.9237,0.7304,0.0024,
10.2492,0.5921,-0.115,-1.0613,0.6,-0.069,-0.6368,0.7213,0.004,
10.2792,0.5883,-0.1371,-1.2823,0.6,-0.0823,-0.7694,0.7167,0.0056,
10.2914,0.5865,-0.1594,-1.4229,0.6,-0.0956,-0.8538,0.7077,0.0076,
10.3136,0.5827,-0.182,-1.0623,0.6,-0.1092,-0.6374,0.6987,0.0099,
10.3333,0.5789,-0.2038,-0.9064,0.6,-0.1223,-0.5438,0.6897,0.0125,
10.351,0.5751,-0.2163,-0.8434,0.6,-0.1298,-0.506,0.6764,0.014,
10.3767,0.5695,-0.2415,-0.9996,0.6,-0.1449,-0.5997,0.6632,0.0175,
10.3982,0.5638,-0.2634,-0.8271,0.6,-0.158,-0.4962,0.6502,0.0208,
10.4196,0.5582,-0.277,-0.8024,0.6,-0.1662,-0.4814,0.6372,0.023,
10.4391,0.5525,-0.2959,-0.9552,0.6,-0.1775,-0.5731,0.6244,0.0263,
10.4578,0.5469,-0.3135,-0.916,0.6,-0.1881,-0.5496,0.6117,0.0295,
10.4752,0.5412,-0.329,-0.6943,0.6,-0.1974,-0.4166,0.595,0.0325,
10.4979,0.5337,-0.3403,-0.5254,0.6,-0.2042,-0.3152,0.5785,0.0347,
10.5196,0.5261,-0.3523,-0.7195,0.6,-0.2114,-0.4317,0.5663,0.0372,
10.5354,0.5205,-0.3663,-0.846,0.6,-0.2198,-0.5076,0.5502,0.0402,
10.5555,0.5129,-0.3825,-0.5841,0.6,-0.2295,-0.3504,0.5303,0.0439,
10.5798,0.5035,-0.3913,-0.3946,0.6,-0.2348,-0.2368,0.5147,0.0459,
10.599,0.4959,-0.3995,-0.4017,0.6,-0.2397,-0.241,0.4994,0.0479,
10.6176,0.4884,-0.4065,-0.3986,0.6,-0.2439,-0.2391,0.4842,0.0496,
10.6359,0.4809,-0.4142,-0.2853,0.6,-0.2485,-0.1712,0.4656,0.0515,
10.6586,0.4714,-0.4176,-0.0916,0.6,-0.2506,-0.0549,0.4509,0.0523,
10.6766,0.4639,-0.4182,-0.1573,0.6,-0.2509,-0.0944,0.433,0.0525,
10.699,0.4545,-0.4245,-0.0615,0.6,-0.2547,-0.0369,0.4188,0.0541,
10.7167,0.4469,-0.4217,0.0791,0.6,-0.253,0.0475,0.4015,0.0534,
10.7394,0.4375,-0.4217,-0.1864,0.6,-0.253,-0.1119,0.3879,0.0534,
10.7571,0.4299,-0.4283,-0.0433,0.6,-0.257,-0.026,0.3712,0.055,
10.7791,0.4205,-0.422,0.2793,0.6,-0.2532,0.1676,0.3581,0.0534,
10.7971,0.413,-0.4171,0.3422,0.6,-0.2503,0.2053,0.3452,0.0522,
10.8153,0.4054,-0.4096,0.4261,0.6,-0.2458,0.2557,0.3294,0.0503,
10.8387,0.396,-0.3993,0.3524,0.6,-0.2396,0.2114,0.3171,0.0478,
10.8576,0.3885,-0.3943,0.4132,0.6,-0.2366,0.2479,0.305,0.0466,
10.877,0.3809,-0.3834,0.6534,0.6,-0.23,0.3921,0.2931,0.0441,
10.897,0.3734,-0.3685,0.7225,0.6,-0.2211,0.4335,0.2814,0.0407,
10.918,0.3658,-0.3538,0.7901,0.6,-0.2123,0.4741,0.27,0.0375,
10.9397,0.3583,-0.3347,1.048,0.6,-0.2008,0.6288,0.2616,0.0336,
10.9573,0.3526,-0.3133,1.1134,0.6,-0.188,0.668,0.2533,0.0294,
10.9758,0.347,-0.2946,1.1411,0.6,-0.1767,0.6847,0.2452,0.026,
10.9957,0.3413,-0.2693,1.2505,0.6,-0.1616,0.7503,0.2371,0.0218,
11.0179,0.3357,-0.242,1.2246,0.6,-0.1452,0.7348,0.2319,0.0176,
11.0343,0.3319,-0.222,1.1796,0.6,-0.1332,0.7078,0.2267,0.0148,
11.0522,0.3281,-0.2016,1.2231,0.6,-0.121,0.7339,0.2215,0.0122,
11.0721,0.3243,-0.1756,1.1966,0.6,-0.1053,0.7179,0.2164,0.0092,
11.0952,0.3206,-0.1505,1.3396,0.6,-0.0903,0.8038,0.2139,0.0068,
11.1087,0.3187,-0.129,1.4414,0.6,-0.0774,0.8648,0.2114,0.005,
11.1249,0.3168,-0.1081,1.4289,0.6,-0.0649,0.8573,0.2089,0.0035,
11.1441,0.3149,-0.078,1.7613,0.6,-0.0468,1.0568,0.2064,0.0018,
11.1774,0.313,-0.0129,1.3869,0.6,-0.0077,0.8321,0.2089,0,
11.2381,0.3149,0.0368,0.6432,0.6,0.0221,0.3859,0.2114,0.0004,
11.283,0.3168,0.0578,0.6644,0.6,0.0347,0.3986,0.2139,0.001,
11.3089,0.3187,0.0801,0.7775,0.6,0.048,0.4665,0.2164,0.0019,
11.3308,0.3206,0.0953,0.6886,0.6,0.0572,0.4131,0.2189,0.0027,
11.3491,0.3225,0.1078,0.7794,0.6,0.0647,0.4677,0.2215,0.0035,
11.3652,0.3243,0.1219,0.766,0.6,0.0731,0.4596,0.2267,0.0045,
11.394,0.3281,0.1408,0.6273,0.6,0.0845,0.3764,0.2319,0.0059,
11.4194,0.3319,0.156,0.7308,0.6,0.0936,0.4385,0.2345,0.0073,
11.4311,0.3338,0.1661,0.7688,0.6,0.0996,0.4613,0.2398,0.0083,
11.4529,0.3375,0.1808,0.7058,0.6,0.1085,0.4235,0.2452,0.0098,
11.4727,0.3413,0.1954,0.5938,0.6,0.1173,0.3563,0.2506,0.0115,
11.4918,0.3451,0.204,0.4789,0.6,0.1224,0.2873,0.2588,0.0125,
11.5186,0.3507,0.2176,0.6198,0.6,0.1305,0.3719,0.2644,0.0142,
11.5354,0.3545,0.2299,0.5095,0.6,0.1379,0.3057,0.2728,0.0159,
11.5598,0.3602,0.2369,0.4844,0.6,0.1422,0.2906,0.2786,0.0168,
11.5752,0.3639,0.2474,0.6043,0.6,0.1484,0.3626,0.2872,0.0184,
11.5976,0.3696,0.2592,0.2912,0.6,0.1555,0.1747,0.296,0.0202,
11.6192,0.3753,0.2604,0.0937,0.6,0.1563,0.0562,0.302,0.0203,
11.6336,0.379,0.2623,0.3195,0.6,0.1574,0.1917,0.311,0.0206,
11.6549,0.3847,0.2731,0.3679,0.6,0.1639,0.2208,0.3202,0.0224,
11.675,0.3903,0.2777,0.2431,0.6,0.1666,0.1458,0.3294,0.0231,
11.6956,0.396,0.283,0.1185,0.6,0.1698,0.0711,0.3389,0.024,
11.7153,0.4017,0.2826,0.0637,0.6,0.1696,0.0382,0.3484,0.024,
11.7356,0.4073,0.2856,0.1464,0.6,0.1714,0.0879,0.3581,0.0245,
11.7549,0.413,0.2884,0.0349,0.6,0.173,0.0209,0.3679,0.0249,
11.7748,0.4186,0.2869,-0.0915,0.6,0.1721,-0.0549,0.3778,0.0247,
11.7943,0.4243,0.2848,0.06,0.6,0.1709,0.036,0.3879,0.0243,
11.8145,0.4299,0.2894,0.0557,0.6,0.1736,0.0334,0.3981,0.0251,
11.8334,0.4356,0.2872,-0.1778,0.6,0.1723,-0.1067,0.4084,0.0247,
11.8543,0.4413,0.2822,-0.1196,0.6,0.1693,-0.0718,0.4188,0.0239,
11.8735,0.4469,0.2822,-0.2536,0.6,0.1693,-0.1522,0.4294,0.0239,
11.8944,0.4526,0.2716,-0.285,0.6,0.163,-0.171,0.4401,0.0221,
11.9151,0.4582,0.2703,-0.2068,0.6,0.1622,-0.1241,0.4509,0.0219,
11.9362,0.4639,0.2629,-0.3283,0.6,0.1578,-0.197,0.4619,0.0207,
11.9581,0.4695,0.2562,-0.3016,0.6,0.1537,-0.181,0.4693,0.0197,
11.9729,0.4733,0.2518,-0.3608,0.6,0.1511,-0.2165,0.4805,0.019,
11.996,0.479,0.242,-0.4155,0.6,0.1452,-0.2493,0.4918,0.0176,
12.0196,0.4846,0.2324,-0.4669,0.6,0.1394,-0.2801,0.4994,0.0162,
12.0363,0.4884,0.2236,-0.5987,0.6,0.1342,-0.3592,0.507,0.015,
12.0536,0.4922,0.212,-0.5922,0.6,0.1272,-0.3553,0.5147,0.0135,
12.0717,0.4959,0.2027,-0.458,0.6,0.1216,-0.2748,0.5225,0.0123,
12.0906,0.4997,0.1951,-0.5244,0.6,0.117,-0.3147,0.5303,0.0114,
12.1107,0.5035,0.1821,-0.7036,0.6,0.1093,-0.4221,0.5382,0.0099,
12.1324,0.5073,0.1656,-0.7431,0.6,0.0994,-0.4458,0.5462,0.0082,
12.1561,0.511,0.1484,-0.8666,0.6,0.0891,-0.5199,0.5502,0.0066,
12.1696,0.5129,0.1348,-0.6783,0.6,0.0809,-0.407,0.5582,0.0054,
12.1991,0.5167,0.1245,-0.7315,0.6,0.0747,-0.4389,0.5622,0.0047,
12.2149,0.5186,0.1069,-0.9806,0.6,0.0642,-0.5884,0.5663,0.0034,
12.2352,0.5205,0.0897,-0.8356,0.6,0.0538,-0.5013,0.5703,0.0024,
12.2562,0.5223,0.0724,-1.1961,0.6,0.0434,-0.7176,0.5744,0.0016,
12.2884,0.5242,0.0219,-1.0079,0.6,0.0131,-0.6047,0.5703,0.0001,
12.4129,0.5223,-0.0338,-0.7208,0.6,-0.0203,-0.4325,0.5663,0.0003,
12.4473,0.5205,-0.068,-0.8804,0.6,-0.0408,-0.5282,0.5622,0.0014,
12.47,0.5186,-0.0854,-0.6837,0.6,-0.0513,-0.4102,0.5582,0.0022,
12.4918,0.5167,-0.0985,-0.656,0.6,-0.0591,-0.3936,0.5542,0.0029,
12.5091,0.5148,-0.1108,-0.6143,0.6,-0.0665,-0.3686,0.5502,0.0037,
12.5261,0.5129,-0.1196,-0.4837,0.6,-0.0718,-0.2902,0.5422,0.0043,
12.5559,0.5091,-0.133,-0.6941,0.6,-0.0798,-0.4164,0.5382,0.0053,
12.5689,0.5073,-0.1452,-0.7032,0.6,-0.0871,-0.4219,0.5303,0.0063,
12.5939,0.5035,-0.1569,-0.4617,0.6,-0.0941,-0.277,0.5225,0.0074,
12.6174,0.4997,-0.1676,-0.4331,0.6,-0.1006,-0.2599,0.5147,0.0084,
12.6393,0.4959,-0.1766,-0.4628,0.6,-0.1059,-0.2777,0.507,0.0094,
12.6599,0.4922,-0.1872,-0.5342,0.6,-0.1123,-0.3205,0.4994,0.0105,
