Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
2.2391,0.1999,-0.9082,2.1014,0.6,-0.5449,1.2609,0.0707,0.2474,
2.2581,0.1829,-0.8724,2.3021,0.6,-0.5234,1.3813,0.0582,0.2283,
2.2781,0.1659,-0.818,2.7158,0.6,-0.4908,1.6295,0.0469,0.2007,
2.2996,0.149,-0.7597,3.0141,0.6,-0.4558,1.8085,0.039,0.1731,
2.3176,0.1358,-0.7,3.3755,0.6,-0.42,2.0253,0.0318,0.147,
2.3374,0.1226,-0.632,3.2217,0.6,-0.3792,1.933,0.0253,0.1198,
2.3595,0.1094,-0.5655,3.6646,0.6,-0.3393,2.1988,0.0211,0.0959,
2.3773,0.0999,-0.4886,3.9195,0.6,-0.2931,2.3517,0.0173,0.0716,
2.3985,0.0905,-0.414,3.221,0.6,-0.2484,1.9326,0.0146,0.0514,
2.418,0.083,-0.357,3.6321,0.6,-0.2142,2.1792,0.0126,0.0382,
2.4353,0.0773,-0.2819,3.7249,0.6,-0.1691,2.2349,0.0109,0.0238,
2.4592,0.0717,-0.2076,4.0353,0.6,-0.1246,2.4212,0.0103,0.0129,
2.4697,0.0698,-0.1555,6.457,0.6,-0.0933,3.8742,0.0097,0.0073,
2.4843,0.0679,-0.0394,4.9963,0.6,-0.0236,2.9978,0.0109,0.0005,
2.5582,0.0717,0.1114,3.1221,0.6,0.0668,1.8733,0.012,0.0037,
2.5798,0.0754,0.2022,4.0282,0.6,0.1213,2.4169,0.0133,0.0123,
2.5961,0.0792,0.265,3.4342,0.6,0.159,2.0605,0.0152,0.0211,
2.6153,0.0849,0.3229,2.7194,0.6,0.1937,1.6317,0.0181,0.0313,
2.6368,0.0924,0.375,2.7918,0.6,0.225,1.6751,0.0211,0.0422,
2.6555,0.0999,0.4341,2.8835,0.6,0.2605,1.7301,0.0262,0.0565,
2.6799,0.1113,0.4977,2.837,0.6,0.2986,1.7022,0.0308,0.0743,
2.6977,0.1207,0.5523,2.8551,0.6,0.3314,1.7131,0.0368,0.0915,
2.7173,0.132,0.6041,2.6468,0.6,0.3624,1.5881,0.0446,0.1095,
2.7382,0.1452,0.6595,2.6014,0.6,0.3957,1.5608,0.053,0.1305,
2.7574,0.1584,0.7085,2.433,0.6,0.4251,1.4598,0.0636,0.1506,
2.7781,0.1735,0.7564,2.1455,0.6,0.4539,1.2873,0.0766,0.1717,
2.7998,0.1905,0.7993,2.1787,0.6,0.4796,1.3072,0.0892,0.1917,
2.8182,0.2055,0.8431,2.2156,0.6,0.5059,1.3293,0.1063,0.2132,
2.8399,0.2244,0.8876,2.0067,0.6,0.5326,1.204,0.1229,0.2364,
2.8587,0.2414,0.9245,2.0065,0.6,0.5547,1.2039,0.1428,0.2564,
2.8786,0.2602,0.9653,1.973,0.6,0.5792,1.1838,0.1664,0.2795,
2.8997,0.281,1.0053,1.881,0.6,0.6032,1.1286,0.1918,0.3032,
2.9199,0.3017,1.043,1.6143,0.6,0.6258,0.9686,0.2189,0.3263,
2.9395,0.3225,1.0697,1.2176,0.6,0.6418,0.7305,0.2479,0.3433,
2.9587,0.3432,1.0903,1.3706,0.6,0.6542,0.8224,0.2814,0.3566,
2.9792,0.3658,1.1245,1.3973,0.6,0.6747,0.8384,0.3171,0.3793,
2.999,0.3885,1.1468,0.9616,0.6,0.6881,0.577,0.3548,0.3946,
3.0187,0.4111,1.1625,0.6845,0.6,0.6975,0.4107,0.3981,0.4055,
3.0395,0.4356,1.1744,0.071,0.6,0.7047,0.0426,0.4401,0.4138,
3.0588,0.4582,1.1661,-0.298,0.6,0.6996,-0.1788,0.488,0.4079,
3.0799,0.4827,1.1626,-0.0342,0.6,0.6976,-0.0205,0.5343,0.4055,
3.0994,0.5054,1.1645,-0.093,0.6,0.6987,-0.0558,0.5826,0.4068,
3.1188,0.528,1.159,-0.4657,0.6,0.6954,-0.2794,0.6329,0.403,
3.1384,0.5506,1.1463,-0.6589,0.6,0.6878,-0.3953,0.6897,0.3942,
3.1599,0.5751,1.1319,-0.9781,0.6,0.6792,-0.5869,0.7396,0.3844,
3.1784,0.5959,1.1081,-1.1384,0.6,0.6648,-0.683,0.7959,0.3683,
3.1991,0.6185,1.0876,-1.0889,0.6,0.6525,-0.6534,0.8492,0.3548,
3.2183,0.6393,1.0648,-1.3067,0.6,0.6389,-0.784,0.9092,0.3401,
3.2399,0.6619,1.034,-1.3407,0.6,0.6204,-0.8044,0.9607,0.3208,
3.2583,0.6807,1.0109,-1.3801,0.6,0.6065,-0.8281,1.0189,0.3066,
3.2791,0.7015,0.9796,-1.806,0.6,0.5878,-1.0836,1.0732,0.2879,
3.2987,0.7203,0.9383,-2.0026,0.6,0.563,-1.2016,1.1288,0.2641,
3.3193,0.7392,0.8992,-2.1563,0.6,0.5395,-1.2938,1.1799,0.2425,
3.3386,0.7562,0.8526,-2.2048,0.6,0.5116,-1.3229,1.232,0.2181,
3.3591,0.7731,0.8117,-1.9658,0.6,0.487,-1.1795,1.2793,0.1976,
3.378,0.7882,0.7751,-2.1697,0.6,0.4651,-1.3018,1.3273,0.1802,
3.3981,0.8033,0.7268,-2.3387,0.6,0.4361,-1.4032,1.3762,0.1585,
3.4196,0.8184,0.6779,-2.3105,0.6,0.4067,-1.3863,1.4196,0.1379,
3.4398,0.8316,0.6305,-2.5469,0.6,0.3783,-1.5282,1.4573,0.1193,
3.4584,0.8429,0.5794,-2.781,0.6,0.3476,-1.6686,1.4954,0.1007,
3.4789,0.8542,0.5217,-2.9099,0.6,0.313,-1.7459,1.5276,0.0817,
3.4982,0.8637,0.4637,-2.9632,0.6,0.2782,-1.7779,1.56,0.0645,
3.5198,0.8731,0.4006,-3.2417,0.6,0.2404,-1.945,1.5796,0.0481,
3.5351,0.8787,0.3461,-2.9162,0.6,0.2077,-1.7497,1.6059,0.0359,
3.5584,0.8863,0.2932,-3.1797,0.6,0.1759,-1.9078,1.6191,0.0258,
3.573,0.8901,0.2335,-3.6535,0.6,0.1401,-2.1921,1.6324,0.0164,
3.5909,0.8938,0.1759,-2.8589,0.6,0.1055,-1.7154,1.6457,0.0093,
3.6171,0.8976,0.1104,-3.7082,0.6,0.0662,-2.2249,1.6524,0.0037,
3.6422,0.8995,-0.013,-4.4769,0.6,-0.0078,-2.6861,1.6457,0.0001,
3.6609,0.8976,-0.0885,-2.4274,0.6,-0.0531,-1.4565,1.6391,0.0023,
3.6861,0.8957,-0.1091,-1.702,0.6,-0.0655,-1.0212,1.6258,0.0036,
3.7127,0.8919,-0.1779,-2.7286,0.6,-0.1067,-1.6372,1.6059,0.0095,
3.739,0.8863,-0.2534,-2.8374,0.6,-0.152,-1.7025,1.5861,0.0193,
3.7584,0.8806,-0.3078,-2.9883,0.6,-0.1847,-1.793,1.5665,0.0284,
3.7758,0.875,-0.363,-2.9117,0.6,-0.2178,-1.747,1.534,0.0395,
3.7993,0.8655,-0.4253,-2.8166,0.6,-0.2552,-1.69,1.5083,0.0543,
3.8161,0.858,-0.4754,-2.7232,0.6,-0.2853,-1.6339,1.47,0.0678,
3.8385,0.8467,-0.5306,-2.4218,0.6,-0.3183,-1.4531,1.4321,0.0844,
3.8588,0.8354,-0.5789,-2.4769,0.6,-0.3473,-1.4861,1.3947,0.1005,
3.8776,0.8241,-0.6273,-2.5397,0.6,-0.3764,-1.5238,1.3517,0.118,
3.8978,0.8109,-0.6779,-2.3036,0.6,-0.4067,-1.3822,1.3032,0.1379,
3.9193,0.7958,-0.7231,-2.0364,0.6,-0.4339,-1.2218,1.2556,0.1569,
3.9396,0.7807,-0.7631,-2.0914,0.6,-0.4579,-1.2549,1.2087,0.1747,
3.9589,0.7656,-0.8058,-1.9745,0.6,-0.4835,-1.1847,1.157,0.1948,
3.9794,0.7486,-0.8414,-1.7547,0.6,-0.5048,-1.0528,1.1064,0.2124,
3.9992,0.7317,-0.8765,-1.9737,0.6,-0.5259,-1.1842,1.0568,0.2305,
4.0181,0.7147,-0.9176,-1.9264,0.6,-0.5505,-1.1558,1.0029,0.2526,
4.0383,0.6958,-0.9515,-1.5891,0.6,-0.5709,-0.9535,0.9451,0.2716,
4.0597,0.6751,-0.9836,-1.5119,0.6,-0.5902,-0.9071,0.8941,0.2903,
4.0786,0.6562,-1.0124,-1.3213,0.6,-0.6074,-0.7928,0.8394,0.3075,
4.0988,0.6355,-1.035,-1.1423,0.6,-0.621,-0.6854,0.7864,0.3214,
4.1187,0.6147,-1.0582,-1.2441,0.6,-0.6349,-0.7464,0.7304,0.3359,
4.1398,0.5921,-1.0861,-1.3606,0.6,-0.6516,-0.8164,0.6808,0.3539,
4.1586,0.5714,-1.1124,-0.9198,0.6,-0.6674,-0.5519,0.6287,0.3712,
4.1788,0.5487,-1.1213,0.2401,0.6,-0.6728,0.1441,0.5785,0.3772,
4.199,0.5261,-1.1027,1.0205,0.6,-0.6616,0.6123,0.5303,0.3648,
4.2198,0.5035,-1.0794,0.8127,0.6,-0.6476,0.4876,0.488,0.3495,
4.2392,0.4827,-1.0696,0.067,0.6,-0.6418,0.0402,0.4473,0.3432,
4.2586,0.462,-1.0768,-0.5173,0.6,-0.6461,-0.3104,0.4049,0.3478,
4.2794,0.4394,-1.0906,0.2077,0.6,-0.6544,0.1246,0.3679,0.3568,
4.2984,0.4186,-1.0701,1.6758,0.6,-0.6421,1.0055,0.3326,0.3435,
4.3182,0.3979,-1.0251,2.1774,0.6,-0.6151,1.3065,0.299,0.3153,
4.3389,0.3771,-0.982,1.7426,0.6,-0.5892,1.0456,0.27,0.2893,
4.3585,0.3583,-0.9545,1.1739,0.6,-0.5727,0.7043,0.2425,0.2733,
4.3784,0.3394,-0.9357,0.8694,0.6,-0.5614,0.5217,0.2164,0.2626,
4.3988,0.3206,-0.9195,0.7781,0.6,-0.5517,0.4669,0.1918,0.2537,
4.4194,0.3017,-0.9038,1.3863,0.6,-0.5423,0.8318,0.1709,0.245,
4.4385,0.2847,-0.8654,2.2938,0.6,-0.5193,1.3763,0.1512,0.2247,
4.4586,0.2678,-0.8136,2.6922,0.6,-0.4882,1.6153,0.1347,0.1986,
4.4778,0.2527,-0.7597,2.4716,0.6,-0.4558,1.483,0.1191,0.1732,
4.4984,0.2376,-0.7157,2.4092,0.6,-0.4294,1.4455,0.1063,0.1537,
4.5173,0.2244,-0.665,2.5446,0.6,-0.399,1.5268,0.0942,0.1327,
4.5382,0.2112,-0.6147,2.0843,0.6,-0.3688,1.2506,0.0844,0.1134,
4.5571,0.1999,-0.5814,1.9335,0.6,-0.3489,1.1601,0.0751,0.1014,
4.5771,0.1886,-0.5393,2.0752,0.6,-0.3236,1.2451,0.0664,0.0873,
4.5991,0.1773,-0.4943,2.2627,0.6,-0.2966,1.3576,0.0595,0.0733,
4.6191,0.1678,-0.4447,2.729,0.6,-0.2668,1.6374,0.0543,0.0593,
4.6372,0.1603,-0.3908,2.716,0.6,-0.2345,1.6296,0.0493,0.0458,
4.6579,0.1527,-0.34,2.7997,0.6,-0.204,1.6798,0.0457,0.0347,
4.6758,0.1471,-0.2837,2.9141,0.6,-0.1702,1.7485,0.0423,0.0241,
4.6982,0.1414,-0.2236,2.7061,0.6,-0.1342,1.6237,0.04,0.015,
4.7174,0.1377,-0.1712,2.9984,0.6,-0.1027,1.7991,0.039,0.0088,
4.7301,0.1358,-0.1297,4.2639,0.6,-0.0778,2.5583,0.0379,0.005,
4.7474,0.1339,-0.0387,3.5669,0.6,-0.0232,2.1402,0.039,0.0004,
4.806,0.1358,0.0711,1.922,0.6,0.0427,1.1532,0.0412,0.0015,
4.8397,0.1395,0.1375,3.1895,0.6,0.0825,1.9137,0.0423,0.0057,
4.8512,0.1414,0.1882,3.0506,0.6,0.1129,1.8304,0.0457,0.0106,
4.8782,0.1471,0.2339,2.2483,0.6,0.1404,1.349,0.0481,0.0164,
4.893,0.1509,0.2754,2.3138,0.6,0.1653,1.3883,0.053,0.0228,
4.9185,0.1584,0.3219,2.2369,0.6,0.1931,1.3422,0.0569,0.0311,
4.9348,0.1641,0.3651,2.1247,0.6,0.2191,1.2748,0.0636,0.04,
4.9595,0.1735,0.4046,2.0796,0.6,0.2427,1.2478,0.0692,0.0491,
4.977,0.181,0.4494,2.2775,0.6,0.2697,1.3665,0.0766,0.0606,
4.9972,0.1905,0.4897,1.7498,0.6,0.2938,1.0499,0.086,0.0719,
5.0194,0.2018,0.5231,1.8608,0.6,0.3138,1.1165,0.0942,0.0821,
5.0369,0.2112,0.5619,2.0019,0.6,0.3371,1.2011,0.1063,0.0947,
5.0594,0.2244,0.6021,1.7185,0.6,0.3612,1.0311,0.1172,0.1087,
5.0777,0.2357,0.6323,1.6389,0.6,0.3794,0.9833,0.1307,0.1199,
5.0981,0.2489,0.6655,1.7023,0.6,0.3993,1.0214,0.1449,0.1329,
5.1174,0.2621,0.6998,1.6848,0.6,0.4199,1.0109,0.162,0.1469,
5.1385,0.2772,0.7334,1.5773,0.6,0.4401,0.9464,0.18,0.1614,
5.1586,0.2923,0.7648,1.3249,0.6,0.4589,0.7949,0.199,0.1755,
5.178,0.3074,0.7859,1.0931,0.6,0.4715,0.6559,0.2215,0.1853,
5.1993,0.3243,0.8093,1.2168,0.6,0.4856,0.7301,0.2452,0.1965,
5.2199,0.3413,0.8368,1.2517,0.6,0.5021,0.751,0.2672,0.2101,
5.2377,0.3564,0.8576,0.8985,0.6,0.5146,0.5391,0.296,0.2207,
5.2595,0.3753,0.8713,0.7417,0.6,0.5228,0.445,0.3232,0.2278,
5.2788,0.3922,0.8878,0.8846,0.6,0.5327,0.5308,0.3548,0.2365,
5.2998,0.4111,0.907,0.6265,0.6,0.5442,0.3759,0.3845,0.2468,
5.3184,0.4281,0.9133,0.1038,0.6,0.548,0.0623,0.4188,0.2502,
5.339,0.4469,0.9106,-0.342,0.6,0.5464,-0.2052,0.4546,0.2488,
5.3598,0.4658,0.8991,-0.3343,0.6,0.5394,-0.2006,0.488,0.2425,
5.3788,0.4827,0.8969,-0.0872,0.6,0.5381,-0.0523,0.5225,0.2413,
5.3976,0.4997,0.8958,-0.4189,0.6,0.5375,-0.2514,0.5622,0.2407,
5.4189,0.5186,0.8792,-0.6474,0.6,0.5275,-0.3884,0.5992,0.2319,
5.4383,0.5355,0.8692,-0.5256,0.6,0.5215,-0.3154,0.6372,0.2267,
5.4579,0.5525,0.8587,-0.6929,0.6,0.5152,-0.4157,0.6764,0.2212,
5.4779,0.5695,0.8417,-1.1652,0.6,0.505,-0.6991,0.7167,0.2125,
5.4983,0.5865,0.8115,-1.3827,0.6,0.4869,-0.8296,0.7581,0.1976,
5.5197,0.6034,0.784,-1.1374,0.6,0.4704,-0.6824,0.7959,0.1844,
5.5391,0.6185,0.7648,-1.1018,0.6,0.4589,-0.6611,0.8345,0.1755,
5.5592,0.6336,0.7404,-1.2471,0.6,0.4442,-0.7482,0.874,0.1644,
5.5799,0.6487,0.7139,-1.5131,0.6,0.4284,-0.9079,0.9092,0.1529,
5.5988,0.6619,0.6809,-1.7147,0.6,0.4085,-1.0288,0.9451,0.1391,
5.6187,0.6751,0.6474,-1.6599,0.6,0.3885,-0.9959,0.9817,0.1258,
5.6396,0.6883,0.6132,-1.7682,0.6,0.3679,-1.0609,1.0136,0.1128,
5.6586,0.6996,0.5771,-1.9203,0.6,0.3462,-1.1522,1.0459,0.0999,
5.6788,0.7109,0.5379,-1.9621,0.6,0.3228,-1.1772,1.0732,0.0868,
5.697,0.7203,0.5018,-2.1097,0.6,0.3011,-1.2658,1.1008,0.0756,
5.7165,0.7298,0.4582,-2.2207,0.6,0.2749,-1.3324,1.1288,0.063,
5.7384,0.7392,0.4099,-2.0871,0.6,0.246,-1.2523,1.1513,0.0504,
5.7576,0.7467,0.3721,-1.9495,0.6,0.2232,-1.1697,1.1741,0.0415,
5.7791,0.7543,0.3306,-2.3552,0.6,0.1984,-1.4131,1.1914,0.0328,
5.7973,0.7599,0.28,-2.4344,0.6,0.168,-1.4606,1.2087,0.0235,
5.8199,0.7656,0.2328,-1.5527,0.6,0.1397,-0.9316,1.2204,0.0163,
5.8377,0.7694,0.2147,-2.6789,0.6,0.1288,-1.6073,1.2262,0.0138,
5.8465,0.7713,0.1765,-3.5482,0.6,0.1059,-2.1289,1.2379,0.0093,
5.8735,0.775,0.1021,-3.0633,0.6,0.0613,-1.838,1.2438,0.0031,
5.9018,0.7769,0.0067,-2.779,0.6,0.004,-1.6674,1.2379,0,
5.9371,0.775,-0.0705,-1.544,0.6,-0.0423,-0.9264,1.2262,0.0015,
5.9795,0.7713,-0.1087,-2.1765,0.6,-0.0652,-1.3059,1.2204,0.0035,
5.9941,0.7694,-0.1591,-3.1839,0.6,-0.0955,-1.9104,1.2087,0.0076,
6.0143,0.7656,-0.218,-2.3536,0.6,-0.1308,-1.4121,1.1914,0.0143,
6.0373,0.7599,-0.2592,-1.8353,0.6,-0.1555,-1.1012,1.1741,0.0202,
6.058,0.7543,-0.2981,-2.2025,0.6,-0.1789,-1.3215,1.157,0.0267,
6.0755,0.7486,-0.3423,-2.1767,0.6,-0.2054,-1.306,1.1344,0.0351,
6.0964,0.7411,-0.3805,-1.8954,0.6,-0.2283,-1.1372,1.1119,0.0434,
6.1153,0.7335,-0.4176,-1.8755,0.6,-0.2506,-1.1253,1.0842,0.0523,
6.137,0.7241,-0.4564,-1.9195,0.6,-0.2738,-1.1517,1.0568,0.0625,
6.1566,0.7147,-0.4966,-1.7801,0.6,-0.298,-1.068,1.0243,0.074,
6.1786,0.7034,-0.5298,-1.6483,0.6,-0.3179,-0.989,0.9923,0.0842,
6.1993,0.6921,-0.5668,-1.6875,0.6,-0.3401,-1.0125,0.9607,0.0964,
6.2187,0.6807,-0.5976,-1.4659,0.6,-0.3585,-0.8795,0.9297,0.1071,
6.2373,0.6694,-0.6226,-1.4281,0.6,-0.3736,-0.8568,0.8941,0.1163,
6.258,0.6562,-0.6539,-1.4946,0.6,-0.3923,-0.8968,0.8591,0.1283,
6.2777,0.643,-0.683,-1.1948,0.6,-0.4098,-0.7169,0.8199,0.1399,
6.2994,0.6279,-0.7028,-0.9374,0.6,-0.4217,-0.5624,0.7864,0.1482,
6.318,0.6147,-0.7207,-1.1275,0.6,-0.4324,-0.6765,0.7488,0.1558,
6.3385,0.5997,-0.7472,-1.3913,0.6,-0.4483,-0.8348,0.7122,0.1675,
6.3583,0.5846,-0.7767,-1.2147,0.6,-0.466,-0.7288,0.672,0.181,
6.3798,0.5676,-0.7969,-0.8767,0.6,-0.4782,-0.526,0.6372,0.1905,
6.3986,0.5525,-0.8122,-0.7113,0.6,-0.4873,-0.4268,0.5992,0.1979,
6.4193,0.5355,-0.8248,-0.6377,0.6,-0.4949,-0.3826,0.5622,0.2041,
